housing_median_age,population,median_income,month,median_house_value,ocean_proximity
31,1313,3.3929,6,93800,INLAND
17,416,2,6,87500,INLAND
31,806,3.1738,6,97600,INLAND
45,847,1.7062,6,77400,INLAND
21,1002,2.6087,6,96200,INLAND
16,1135,2.7316,6,97500,INLAND
30,1491,3.0909,6,123400,INLAND
25,994,3.2262,6,97200,INLAND
17,560,2.0216,6,112500,INLAND
33,880,2.5074,6,117700,INLAND
28,1057,3.125,6,156300,INLAND
43,801,2.875,6,97200,INLAND
3,1588,4.1779,6,147800,INLAND
16,1642,2.5363,6,86300,INLAND
24,882,2.2019,6,100000,INLAND
14,1096,1.1301,6,78500,INLAND
31,1796,1.5479,6,82000,INLAND
26,1343,3.6331,6,88600,INLAND
29,2092,2.595,6,104200,INLAND
32,1198,3.1719,6,140600,INLAND
8,814,5.3988,6,165500,INLAND
9,91,2.9063,6,55000,INLAND
16,1942,2.5598,6,120200,INLAND
15,775,1.933,6,140600,INLAND
22,595,2.4398,6,150000,INLAND
34,1019,1.7841,6,67500,INLAND
32,222,2.9271,6,87500,INLAND
26,1548,1.7188,6,49500,INLAND
20,1581,2.0595,6,61300,INLAND
23,1168,2.2794,6,75700,INLAND
32,1344,1.9732,6,69400,INLAND
18,104,1.6607,6,87500,INLAND
42,1182,2.1434,6,44000,INLAND
22,829,2.4519,6,57500,INLAND
21,660,2.2321,6,34600,INLAND
16,892,2.5074,6,69100,INLAND
20,429,2.0227,6,47500,INLAND
34,434,2.0903,6,56100,INLAND
33,976,2.6062,6,52600,INLAND
22,4276,2.0802,6,47900,INLAND
14,721,2.35,6,95700,INLAND
20,682,1.5817,6,97800,INLAND
19,750,2.9509,6,114800,INLAND
15,419,3.5469,6,82500,INLAND
12,330,3.5294,6,160700,INLAND
17,285,2.7656,6,130000,INLAND
15,899,2.35,6,107800,INLAND
20,1085,3.7315,6,159300,INLAND
11,901,4.2381,6,242700,INLAND
14,265,3.2431,6,221400,INLAND
18,483,4.5375,6,169800,INLAND
20,338,5.01,6,195500,INLAND
17,1160,3.05,6,188900,INLAND
13,575,3.0685,6,162500,INLAND
14,342,3.0921,6,87500,INLAND
14,238,3.6042,6,137500,INLAND
10,483,3.2917,6,231800,INLAND
17,2900,4.1742,6,159900,<1H OCEAN
19,3251,3.9818,6,152900,<1H OCEAN
24,2200,4.3451,6,177800,<1H OCEAN
30,838,5.0374,6,165400,<1H OCEAN
32,2927,4.1675,6,142500,<1H OCEAN
29,2773,3.0827,6,148100,<1H OCEAN
27,2002,3.2929,6,157500,<1H OCEAN
33,2010,3.4222,6,158100,<1H OCEAN
21,4907,2.7367,6,160300,<1H OCEAN
16,6012,2.3463,6,156100,<1H OCEAN
24,3243,2.1766,6,108500,<1H OCEAN
37,3456,2.8542,6,127600,<1H OCEAN
43,2448,2.4884,6,130500,<1H OCEAN
19,11272,2.0244,6,118500,<1H OCEAN
39,3130,2.5224,6,119200,<1H OCEAN
45,1507,2.8942,6,129000,<1H OCEAN
31,2220,2.5329,6,135200,<1H OCEAN
34,2443,2.5263,6,130400,<1H OCEAN
28,214,3.0197,6,137500,<1H OCEAN
44,315,1.6071,6,112500,<1H OCEAN
24,1466,5.2285,6,248100,<1H OCEAN
30,1762,3.2355,6,214200,<1H OCEAN
42,2013,3.5288,6,221000,<1H OCEAN
52,1169,2.8924,6,169600,<1H OCEAN
28,1717,1.9385,6,123200,<1H OCEAN
10,508,0.9914,6,147500,<1H OCEAN
40,1444,3.1439,6,192300,<1H OCEAN
40,1275,3.1071,6,193100,<1H OCEAN
19,4259,3.6875,6,189700,<1H OCEAN
24,1477,3.9219,6,222500,<1H OCEAN
26,2780,5,6,202300,<1H OCEAN
38,3523,2.8289,6,168300,<1H OCEAN
6,7249,3.7912,6,168900,<1H OCEAN
28,705,2.7321,6,150000,NEAR OCEAN
37,266,3.3472,6,293800,NEAR OCEAN
23,3074,2.5195,6,136900,<1H OCEAN
16,1103,4.6125,6,253800,<1H OCEAN
13,405,5.2729,6,322900,<1H OCEAN
15,1531,5.5148,6,253500,<1H OCEAN
28,1017,3.6693,6,211000,<1H OCEAN
28,703,4.4271,6,175700,<1H OCEAN
19,2332,3.7766,6,177000,<1H OCEAN
22,887,3.6607,6,206300,<1H OCEAN
19,1551,4.9107,6,231900,<1H OCEAN
20,1361,4.5787,6,245100,<1H OCEAN
19,1309,3.338,6,185300,<1H OCEAN
16,1799,4.3814,6,245300,<1H OCEAN
18,1078,3.2969,6,229900,<1H OCEAN
18,1454,4.5272,6,221000,<1H OCEAN
17,1895,5.0092,6,238700,<1H OCEAN
18,919,4.1696,6,222500,<1H OCEAN
21,671,3.8424,6,155700,<1H OCEAN
21,1306,3.0347,6,227200,<1H OCEAN
27,2031,2.3384,6,121000,<1H OCEAN
25,1678,3.2937,6,135300,<1H OCEAN
32,1563,2.7694,6,132400,<1H OCEAN
30,1372,4.1696,6,175000,<1H OCEAN
18,2975,4.5812,6,255200,<1H OCEAN
18,751,5.2203,6,286500,<1H OCEAN
15,1150,4.7969,6,227500,<1H OCEAN
12,12153,3.2652,6,152800,<1H OCEAN
37,458,3.3456,6,252600,<1H OCEAN
52,836,3.6286,6,165500,<1H OCEAN
12,3918,3.525,6,201700,<1H OCEAN
11,5982,2.5986,6,135700,<1H OCEAN
12,767,2.2667,6,72900,<1H OCEAN
19,681,6.0332,6,244900,<1H OCEAN
19,1607,5.0162,6,283100,<1H OCEAN
11,2327,6.1551,6,291800,<1H OCEAN
34,362,5.1788,6,270000,<1H OCEAN
21,1528,7.6245,6,336600,<1H OCEAN
15,1596,8.0922,6,390100,<1H OCEAN
14,1867,2.3879,6,129800,<1H OCEAN
31,1468,3.2219,6,114700,<1H OCEAN
29,1245,1.775,6,112500,<1H OCEAN
13,2474,2.8775,6,134100,<1H OCEAN
28,738,1.9722,6,210700,<1H OCEAN
33,1264,4.4209,6,274600,<1H OCEAN
27,1121,5.6383,6,377000,<1H OCEAN
28,970,4.25,6,279100,<1H OCEAN
19,1052,3.5039,6,288400,<1H OCEAN
20,717,4.7891,6,230600,<1H OCEAN
9,465,6.1668,6,405800,<1H OCEAN
21,2630,2.6629,6,102700,<1H OCEAN
20,1219,3.0437,6,76600,<1H OCEAN
22,2546,2.7153,6,114300,<1H OCEAN
40,902,2.625,6,109100,<1H OCEAN
39,1449,3.3289,6,190600,<1H OCEAN
23,1858,3.0543,6,92400,<1H OCEAN
12,4601,2.9184,6,100500,<1H OCEAN
30,164,2.3,6,206300,<1H OCEAN
13,1534,3.1222,6,125500,<1H OCEAN
33,792,2.6648,6,164600,<1H OCEAN
16,1427,2.1107,6,76200,<1H OCEAN
27,1156,3.1929,6,137900,<1H OCEAN
30,1200,1.7548,6,95800,<1H OCEAN
34,1810,3.4821,6,113700,<1H OCEAN
16,1323,2.9559,6,163200,<1H OCEAN
12,1971,2.6801,6,100000,<1H OCEAN
12,2337,3.9647,6,135000,<1H OCEAN
28,288,3.0526,6,146900,NEAR OCEAN
31,479,3.5547,6,200000,NEAR OCEAN
16,1479,3.3724,6,114600,<1H OCEAN
29,1019,2.4881,6,87500,<1H OCEAN
39,264,5.3245,6,250000,INLAND
14,382,3.7083,6,210000,NEAR OCEAN
20,590,2.6094,6,362500,NEAR OCEAN
25,411,3.2375,6,450000,NEAR OCEAN
20,3083,5.1506,6,387500,NEAR OCEAN
22,886,5.5469,6,378800,<1H OCEAN
18,803,10.1854,6,426000,<1H OCEAN
18,1312,6.5234,6,357400,NEAR OCEAN
28,898,5.8142,6,500001,NEAR OCEAN
42,1374,4.174,6,394400,NEAR OCEAN
39,1782,5.7248,6,398800,NEAR OCEAN
33,1670,3.9792,6,468000,NEAR OCEAN
40,643,5.5164,6,369100,NEAR OCEAN
30,628,3.4048,6,487100,NEAR OCEAN
39,749,2.7039,6,364000,NEAR OCEAN
37,490,3.7852,6,465800,NEAR OCEAN
44,693,3.6,6,452800,NEAR OCEAN
52,582,3.275,6,500001,NEAR OCEAN
31,497,6.3835,6,407800,NEAR OCEAN
25,622,5.0621,6,386500,NEAR OCEAN
32,793,7.1198,6,469900,NEAR OCEAN
22,1108,5.8505,6,417100,NEAR OCEAN
23,1480,6.777,6,500000,NEAR OCEAN
28,569,14.4113,6,500001,NEAR OCEAN
33,1704,4.0154,6,225700,NEAR OCEAN
29,1873,3.1543,6,253800,NEAR OCEAN
34,1063,3.725,6,278000,NEAR OCEAN
27,1229,3.1359,6,268000,NEAR OCEAN
39,406,4.0313,6,253800,NEAR OCEAN
52,403,4.3281,6,236500,NEAR OCEAN
52,425,3.7614,6,241700,NEAR OCEAN
47,948,3.0379,6,249300,NEAR OCEAN
52,657,3.2865,6,240100,<1H OCEAN
52,391,2.6713,6,234600,NEAR OCEAN
52,578,2.5625,6,235400,NEAR OCEAN
52,313,3.4327,6,254500,NEAR OCEAN
40,504,2.475,6,258300,<1H OCEAN
30,325,3.3333,6,247900,<1H OCEAN
19,944,5.9175,6,240200,<1H OCEAN
52,790,2.5263,6,286400,NEAR OCEAN
52,240,3.5865,6,290000,<1H OCEAN
52,488,3.7454,6,243800,<1H OCEAN
42,391,2.1776,6,279200,<1H OCEAN
28,1582,3.5147,6,313900,NEAR OCEAN
33,638,3.1912,6,319800,NEAR OCEAN
40,406,3.4943,6,311100,<1H OCEAN
41,428,4.3571,6,287500,NEAR OCEAN
36,349,3.4167,6,339100,<1H OCEAN
20,971,3.0383,6,217300,<1H OCEAN
29,1574,2.9309,6,217100,NEAR OCEAN
30,1519,3.2952,6,234600,NEAR OCEAN
27,831,4.3,6,226400,NEAR OCEAN
21,834,2.4922,6,243800,NEAR OCEAN
39,804,2.4663,6,236500,NEAR OCEAN
33,1234,2.8727,6,225000,NEAR OCEAN
45,944,3.0625,6,260300,NEAR OCEAN
42,1023,4.6182,6,301000,NEAR OCEAN
31,704,3.1977,6,289300,NEAR OCEAN
31,966,4.6964,6,291300,NEAR OCEAN
35,1110,5.5519,6,329500,NEAR OCEAN
17,1678,6.2323,6,339100,NEAR OCEAN
40,337,2.7917,6,225000,<1H OCEAN
19,248,1.2656,6,500000,<1H OCEAN
30,760,2.5164,6,178100,<1H OCEAN
30,932,2.6894,6,179500,<1H OCEAN
18,1042,3.1364,6,150000,NEAR OCEAN
32,262,6.918,6,500001,NEAR OCEAN
29,3438,4.0432,6,450000,NEAR OCEAN
20,2668,5.7578,6,347700,<1H OCEAN
13,1027,6.9615,6,500001,<1H OCEAN
21,688,4.2109,6,278800,<1H OCEAN
31,762,3.038,6,195300,<1H OCEAN
21,1985,2.9085,6,156300,<1H OCEAN
33,633,3.5568,6,191200,<1H OCEAN
21,1264,2.5372,6,218000,<1H OCEAN
42,525,3.3156,6,186300,<1H OCEAN
34,1661,4.3269,6,221300,<1H OCEAN
27,3612,3.0542,6,142100,<1H OCEAN
30,1491,4.3472,6,185000,<1H OCEAN
26,2258,2.5663,6,128900,<1H OCEAN
30,1616,3.4643,6,191800,<1H OCEAN
21,2487,2.2007,6,112800,<1H OCEAN
15,1570,1.875,6,122300,<1H OCEAN
24,1430,3.8015,6,169100,<1H OCEAN
26,2563,3.4531,6,133100,<1H OCEAN
27,1644,3.2545,6,131200,<1H OCEAN
33,1516,3.5,6,162400,<1H OCEAN
33,1037,2.7708,6,161800,<1H OCEAN
41,1890,2.4864,6,140400,<1H OCEAN
38,191,1.3897,6,125000,<1H OCEAN
37,231,2.5313,6,108300,<1H OCEAN
26,27,2.225,6,150000,<1H OCEAN
11,28566,2.3087,6,118800,<1H OCEAN
18,6071,3,6,162200,<1H OCEAN
22,3794,3.0608,6,168300,<1H OCEAN
14,1296,5.4508,6,190000,<1H OCEAN
12,2274,3.4239,6,194800,<1H OCEAN
18,3562,3.512,6,174800,<1H OCEAN
52,89,1.0096,6,162500,NEAR BAY
52,315,1.8287,6,146900,NEAR BAY
21,524,2.7619,6,154600,NEAR BAY
52,450,3.3542,6,154600,NEAR BAY
52,847,1.6691,6,183300,NEAR BAY
23,1112,2.2366,6,140200,NEAR BAY
52,1670,2.4398,6,163100,NEAR BAY
48,1219,2.9643,6,154000,NEAR BAY
40,744,2.6518,6,156100,NEAR BAY
38,1272,3.6083,6,134200,NEAR BAY
10,482,6.5799,6,218100,NEAR BAY
36,678,2.8409,6,153000,NEAR BAY
23,245,2.0134,6,142500,NEAR BAY
19,139,1.9875,6,325000,NEAR BAY
20,2088,3.3021,6,152700,NEAR BAY
24,1462,4.5,6,158300,NEAR BAY
37,766,2.6618,6,136200,NEAR BAY
33,1776,5.2444,6,281100,NEAR BAY
31,545,1.9946,6,206800,NEAR BAY
44,1373,2.9054,6,155200,NEAR BAY
12,2293,3.4543,6,194500,NEAR BAY
23,2317,2.7667,6,153200,NEAR BAY
20,1045,2.5035,6,153200,NEAR BAY
34,1162,3.455,6,137500,NEAR BAY
25,2756,2.7325,6,162900,NEAR BAY
52,48,1.76,6,166700,NEAR BAY
45,1635,2.2721,6,139800,NEAR BAY
44,1922,2.6346,6,139800,NEAR BAY
19,1827,4.5293,6,210400,NEAR BAY
21,1051,3.6042,6,183300,NEAR BAY
15,2043,4.1862,6,183600,NEAR BAY
26,956,4.0132,6,174700,NEAR BAY
33,1235,3.7045,6,161500,NEAR BAY
17,370,5.0877,6,209300,NEAR BAY
15,1303,5.3017,6,202600,NEAR BAY
19,1221,5.8002,6,238700,NEAR BAY
22,1478,4.0878,6,164400,NEAR BAY
35,2074,3.285,6,138100,NEAR BAY
26,1439,5,6,175200,NEAR BAY
14,2768,6.1953,6,258900,NEAR BAY
25,1641,3.9,6,187300,NEAR BAY
32,1172,3.8796,6,175500,NEAR BAY
45,1789,3.6039,6,126000,NEAR BAY
21,834,2.3787,6,177900,NEAR BAY
14,1577,5.3351,6,269900,NEAR BAY
20,1113,2.4728,6,139700,NEAR BAY
25,1021,3.0404,6,142100,NEAR BAY
31,944,3.3977,6,158700,NEAR BAY
34,783,4.3585,6,194400,NEAR BAY
4,455,3.6389,6,130200,NEAR BAY
18,1476,3.7188,6,163400,NEAR BAY
35,555,4.4861,6,269300,NEAR BAY
33,91,4.9167,6,187500,NEAR BAY
42,40,7.5197,6,275000,NEAR BAY
13,3864,4.7472,6,148600,NEAR BAY
34,406,4.2955,6,121300,NEAR BAY
45,225,1.8942,6,216700,NEAR BAY
17,1812,2.9375,6,106700,NEAR BAY
23,1586,4.0337,6,130400,NEAR BAY
33,403,6.8,6,240800,<1H OCEAN
29,764,4.825,6,195100,NEAR BAY
18,1504,5.6304,6,243100,NEAR BAY
33,949,4.625,6,228600,NEAR BAY
33,520,3.5781,6,242500,<1H OCEAN
28,504,4.5694,6,287500,INLAND
20,1725,2.5685,6,267600,INLAND
20,1673,5.5718,6,185200,INLAND
18,968,3.7067,6,175000,INLAND
16,898,2.2536,6,201200,INLAND
24,175,6.0266,6,216700,INLAND
12,1624,5.5266,6,331300,INLAND
28,844,4.7833,6,361100,INLAND
36,272,6.3427,6,304800,INLAND
44,416,3.6389,6,304000,NEAR BAY
25,349,6.9931,6,398800,INLAND
34,780,5.815,6,339200,NEAR BAY
31,1538,5.5368,6,325900,NEAR BAY
38,823,6.1089,6,280800,NEAR BAY
35,548,4.875,6,336700,INLAND
29,765,4.6379,6,348200,INLAND
33,1099,4.635,6,248500,INLAND
18,980,3.5506,6,187500,INLAND
25,413,3.4904,6,196900,INLAND
49,741,3.1312,6,247600,INLAND
37,1287,4.3125,6,276500,INLAND
23,959,4.1993,6,214500,INLAND
18,610,1.9441,6,184400,INLAND
24,564,3.6118,6,248400,INLAND
26,2171,3.6429,6,159700,INLAND
34,1324,3.0938,6,189400,INLAND
20,589,5.3698,6,303300,INLAND
37,973,4.2096,6,256600,INLAND
32,785,3.6641,6,275800,INLAND
18,343,3.1563,6,98400,INLAND
22,139,2.1979,6,152800,INLAND
22,336,4.4,6,142500,INLAND
15,655,3.3393,6,146900,INLAND
35,708,3.4539,6,300000,INLAND
43,721,4.65,6,245000,<1H OCEAN
18,926,1.9925,6,225000,INLAND
33,539,3.5208,6,195800,INLAND
32,1549,2.3942,6,183100,INLAND
18,1454,3.7585,6,185700,<1H OCEAN
15,3002,2.4726,6,143400,INLAND
17,892,2.8864,6,143100,INLAND
13,602,2.5887,6,144400,INLAND
16,508,2.3062,6,138800,INLAND
17,388,3.6563,6,163500,INLAND
10,1168,4.4375,6,185100,INLAND
10,1275,4.0775,6,164500,INLAND
8,1977,4.0848,6,155900,INLAND
7,1143,3.6333,6,170200,INLAND
8,1307,3.463,6,201700,INLAND
7,246,3.0781,6,162500,INLAND
13,752,4.2031,6,209600,INLAND
10,827,3.6087,6,182100,INLAND
9,884,4.5042,6,206400,INLAND
12,806,3.9185,6,195200,INLAND
14,633,4.2802,6,194800,INLAND
15,585,5.5161,6,361900,INLAND
11,775,3.8417,6,187200,INLAND
14,660,3.0804,6,156800,INLAND
14,520,3.9,6,180400,INLAND
13,629,5.0389,6,171500,INLAND
9,681,3.045,6,170400,INLAND
10,354,4.0333,6,161500,INLAND
19,963,3.7426,6,162700,INLAND
14,352,3.5938,6,140300,INLAND
9,1208,4.3646,6,185900,INLAND
5,376,4.3523,6,188200,INLAND
8,782,3.7125,6,175000,INLAND
7,1355,4.3702,6,226100,INLAND
9,955,5.2359,6,213300,INLAND
16,729,2.4688,6,138800,INLAND
14,462,3.1042,6,152000,INLAND
9,411,2.125,6,151800,INLAND
16,554,2.9688,6,128300,INLAND
13,1816,2.8102,6,144400,INLAND
14,399,2.2917,6,145100,INLAND
11,573,3.3603,6,162500,INLAND
39,929,1.9886,6,113800,INLAND
48,471,2.3125,6,125700,INLAND
20,1053,1.5313,6,154900,INLAND
10,982,2.186,6,132700,INLAND
52,837,2.325,6,109700,INLAND
35,1181,2.7813,6,109200,INLAND
52,928,2.425,6,121100,INLAND
30,1033,2.1419,6,105200,INLAND
17,1319,2.4811,6,111800,INLAND
25,1045,2.6042,6,116700,INLAND
45,133,1,6,90600,INLAND
16,642,1.4241,6,125000,INLAND
14,853,2.25,6,112500,INLAND
28,1310,3.2337,6,123100,INLAND
48,716,2.3125,6,108300,INLAND
52,637,2.2083,6,103900,INLAND
43,611,2.535,6,117100,INLAND
12,661,4.0062,6,153800,INLAND
14,1373,3.67,6,160100,INLAND
15,1267,4.0426,6,191700,INLAND
16,737,2.8942,6,182500,INLAND
15,1296,3.3009,6,156800,INLAND
13,1110,3.6563,6,164900,INLAND
14,285,3.6434,6,155400,INLAND
23,1016,3.6607,6,153000,INLAND
10,537,3.2813,6,163200,INLAND
17,518,3.5859,6,144300,INLAND
17,1149,3.2303,6,149500,INLAND
52,1424,3.2,6,155000,INLAND
49,1422,2.4283,6,143100,INLAND
14,302,3.1094,6,136100,INLAND
52,604,2.2278,6,155400,INLAND
14,894,3.4028,6,171800,INLAND
14,1569,3.5385,6,157400,INLAND
17,1390,3.9537,6,172800,INLAND
17,974,3.5417,6,155100,INLAND
16,1090,3.7917,6,179200,INLAND
16,226,1.6094,6,79500,INLAND
15,1172,2.6341,6,85000,INLAND
17,1693,2.8102,6,128900,INLAND
18,152,1.3523,6,85700,INLAND
17,171,2.125,6,83900,INLAND
18,486,4.119,6,110900,INLAND
26,905,3.7841,6,109500,INLAND
16,646,2.3594,6,155700,INLAND
14,1000,3.5652,6,119800,INLAND
10,195,0.9283,6,116300,INLAND
10,1016,4.5208,6,117300,INLAND
9,1193,4.3958,6,124800,INLAND
9,694,5.6856,6,138100,INLAND
24,780,3.0043,6,122100,INLAND
29,337,4.0278,6,95800,INLAND
11,397,4.665,6,145600,INLAND
9,294,3.1842,6,162500,INLAND
8,291,3.4792,6,180800,INLAND
7,245,4.0481,6,152300,INLAND
8,203,4.5882,6,198400,INLAND
7,85,4.7917,6,187500,INLAND
7,482,5.0622,6,174100,INLAND
28,1287,5.0782,6,264100,<1H OCEAN
34,1159,4.8906,6,228900,<1H OCEAN
36,947,4.1205,6,217000,<1H OCEAN
34,690,5.5608,6,255800,<1H OCEAN
35,1056,4.0893,6,215700,<1H OCEAN
31,918,4.4107,6,202000,<1H OCEAN
33,981,4.5461,6,194000,<1H OCEAN
31,841,3.46,6,232800,<1H OCEAN
29,1275,3.776,6,192600,<1H OCEAN
31,1407,2.6641,6,185200,<1H OCEAN
33,1346,4.0833,6,162500,<1H OCEAN
34,698,3.8194,6,186000,<1H OCEAN
14,1037,2.7125,6,166100,<1H OCEAN
25,2400,3.4702,6,161900,<1H OCEAN
37,1904,2.6123,6,161300,<1H OCEAN
15,839,4.7446,6,175400,<1H OCEAN
32,1296,5.7796,6,241300,<1H OCEAN
35,989,4.1321,6,198100,<1H OCEAN
24,900,3,6,251400,<1H OCEAN
18,1654,3.2158,6,215000,<1H OCEAN
18,1590,3.6106,6,153600,<1H OCEAN
28,1062,3.0588,6,145200,<1H OCEAN
32,1201,4,6,178200,<1H OCEAN
11,1594,4.3426,6,141300,<1H OCEAN
32,1038,4.6696,6,165500,<1H OCEAN
13,2038,3.1378,6,137000,<1H OCEAN
25,1452,5.1084,6,303800,<1H OCEAN
30,845,4.5096,6,241100,<1H OCEAN
31,1135,4.45,6,267900,<1H OCEAN
26,1236,2.2156,6,145000,<1H OCEAN
30,1135,6.0516,6,245000,<1H OCEAN
28,1820,4.225,6,224700,<1H OCEAN
25,1702,3.7933,6,184400,<1H OCEAN
27,2045,5.583,6,267700,<1H OCEAN
30,1255,4.7813,6,198200,<1H OCEAN
34,1393,4.2443,6,174400,<1H OCEAN
37,931,2.8,6,137500,<1H OCEAN
33,1062,2.1944,6,139600,<1H OCEAN
12,1532,3.75,6,166300,<1H OCEAN
21,1207,6.2452,6,291700,<1H OCEAN
15,2314,6.3433,6,350500,<1H OCEAN
20,1822,4.7216,6,227000,<1H OCEAN
17,2771,7.6486,6,306700,<1H OCEAN
12,1897,3.3173,6,247400,<1H OCEAN
17,1381,5.4617,6,190300,<1H OCEAN
27,391,5.9177,6,267600,<1H OCEAN
21,398,4.7222,6,208300,<1H OCEAN
27,1555,3.6106,6,196400,<1H OCEAN
34,894,5.0096,6,221700,<1H OCEAN
32,666,4.125,6,230200,<1H OCEAN
24,1015,4.9766,6,267100,<1H OCEAN
34,1025,3.8333,6,170400,<1H OCEAN
33,527,3.7321,6,216500,<1H OCEAN
36,687,3.5403,6,195400,<1H OCEAN
8,1281,3.4954,6,159500,<1H OCEAN
14,609,2.3935,6,125000,<1H OCEAN
16,652,6.5284,6,288700,<1H OCEAN
23,693,7.898,6,258200,<1H OCEAN
19,1002,4.9743,6,193500,<1H OCEAN
26,1227,4.9524,6,226600,<1H OCEAN
33,2049,4.3103,6,201600,<1H OCEAN
19,1272,5.1952,6,302100,<1H OCEAN
33,1204,6.1825,6,336900,<1H OCEAN
27,891,9.5561,6,411800,<1H OCEAN
27,383,9.3125,6,293500,<1H OCEAN
18,1116,5.4716,6,400000,<1H OCEAN
13,1010,6.3489,6,337900,<1H OCEAN
24,676,5.2017,6,364600,<1H OCEAN
18,1430,6.9399,6,349600,<1H OCEAN
28,947,9.0055,6,375400,<1H OCEAN
17,678,13.1107,6,467600,<1H OCEAN
12,622,5.0258,6,161800,<1H OCEAN
19,3853,6.0076,6,269500,<1H OCEAN
9,1070,7.2532,6,381500,<1H OCEAN
15,1679,6.8429,6,372600,<1H OCEAN
10,1213,6.5635,6,346900,<1H OCEAN
6,506,4.8264,6,146800,<1H OCEAN
25,1588,6.2556,6,341300,<1H OCEAN
17,755,6.5764,6,349000,<1H OCEAN
24,625,4.4375,6,334100,<1H OCEAN
18,3946,5.6441,6,313000,<1H OCEAN
30,956,9.9071,6,500001,<1H OCEAN
30,1076,6.7528,6,459600,<1H OCEAN
35,833,5.3738,6,365100,<1H OCEAN
27,711,9.7956,6,500001,<1H OCEAN
25,1435,3.3199,6,188800,<1H OCEAN
29,937,3.8068,6,158700,<1H OCEAN
25,726,3.875,6,137500,<1H OCEAN
26,781,4.1287,6,205800,<1H OCEAN
28,1255,3.7054,6,169200,<1H OCEAN
34,1682,3.6006,6,161700,<1H OCEAN
35,1265,3.5855,6,174300,<1H OCEAN
12,1022,3.6471,6,141700,<1H OCEAN
35,1230,3.7813,6,184900,<1H OCEAN
35,1249,4.2937,6,183200,<1H OCEAN
35,1152,3.7222,6,187500,<1H OCEAN
35,1343,4.53,6,193500,<1H OCEAN
35,1333,5.2099,6,191400,<1H OCEAN
32,1283,3.3516,6,190000,<1H OCEAN
46,770,5.4217,6,256000,<1H OCEAN
34,938,4.285,6,184900,<1H OCEAN
35,1115,4.4784,6,185200,<1H OCEAN
22,746,2.0227,6,55000,<1H OCEAN
27,416,3.141,6,167500,<1H OCEAN
37,1155,4.7984,6,175800,<1H OCEAN
34,817,3.6705,6,275000,<1H OCEAN
36,1394,4.6477,6,194700,<1H OCEAN
33,706,2.1432,6,197500,<1H OCEAN
36,1066,5.197,6,195700,<1H OCEAN
36,1173,4.5774,6,182100,<1H OCEAN
35,893,4.0288,6,184000,<1H OCEAN
35,875,4.6964,6,183100,<1H OCEAN
35,1247,4.75,6,185600,<1H OCEAN
52,1001,5.1237,6,240000,<1H OCEAN
10,730,1.4803,6,137500,<1H OCEAN
46,1275,3.9375,6,187000,<1H OCEAN
35,679,4.3333,6,239300,<1H OCEAN
44,301,2.1991,6,191100,<1H OCEAN
36,966,2.8438,6,162500,<1H OCEAN
52,429,2.315,6,182100,<1H OCEAN
45,585,4.0812,6,241700,<1H OCEAN
32,967,7.2893,6,293500,<1H OCEAN
52,609,3.75,6,232500,<1H OCEAN
34,784,5.2336,6,235600,<1H OCEAN
32,719,5.3649,6,243600,<1H OCEAN
32,575,5.3986,6,318700,<1H OCEAN
30,523,7.875,6,351900,<1H OCEAN
35,991,5.2897,6,230400,<1H OCEAN
34,661,4.675,6,215400,<1H OCEAN
28,1360,2.9861,6,218600,<1H OCEAN
34,1040,3.4338,6,195200,<1H OCEAN
29,762,2.5,6,143800,<1H OCEAN
52,1191,2.9076,6,177300,<1H OCEAN
18,866,3.6435,6,119100,<1H OCEAN
16,353,4.5,6,173300,<1H OCEAN
15,615,3.0263,6,162500,<1H OCEAN
15,1549,1.9127,6,175000,<1H OCEAN
33,771,5.3836,6,229600,<1H OCEAN
27,1037,5.7519,6,243400,<1H OCEAN
25,755,3.0893,6,188200,<1H OCEAN
32,693,3.3594,6,202100,<1H OCEAN
35,1302,5.6409,6,190900,<1H OCEAN
32,835,3.0465,6,148900,<1H OCEAN
45,1237,3.3472,6,168000,<1H OCEAN
36,778,2.6563,6,155000,<1H OCEAN
17,1216,3.3438,6,186600,<1H OCEAN
35,516,5.5867,6,182500,<1H OCEAN
29,1822,1.7935,6,162500,<1H OCEAN
28,1220,3.3008,6,193800,<1H OCEAN
26,1415,2.4732,6,165800,<1H OCEAN
26,247,3.6375,6,133900,<1H OCEAN
33,1888,3.055,6,157800,<1H OCEAN
16,1017,4.2188,6,176300,<1H OCEAN
21,1413,6.5945,6,277300,<1H OCEAN
15,759,3.5333,6,114400,<1H OCEAN
19,2300,3.0214,6,218400,<1H OCEAN
17,1701,3.6946,6,265500,<1H OCEAN
25,486,7.1472,6,270100,<1H OCEAN
16,1227,6.4514,6,270800,<1H OCEAN
17,630,6.9113,6,285200,<1H OCEAN
25,1291,7.2478,6,299200,<1H OCEAN
21,1416,6.8268,6,280300,<1H OCEAN
22,1915,6.6897,6,289800,<1H OCEAN
24,820,6.9612,6,274500,<1H OCEAN
19,786,6.4218,6,275000,<1H OCEAN
19,871,3.7361,6,201400,<1H OCEAN
17,769,2.425,6,171700,<1H OCEAN
22,1382,3.343,6,184600,<1H OCEAN
25,1342,3.025,6,156900,<1H OCEAN
24,1519,3.3036,6,183900,<1H OCEAN
28,2026,3.5667,6,190700,<1H OCEAN
28,1682,3.6417,6,204300,<1H OCEAN
12,685,5.1784,6,254000,<1H OCEAN
