时间,用户,星级,短评,支持数
2022-05-28 12:59:55,夏桑,四星,好久没进电影院了，包场的感觉真好。有原著打底，真是破船也有三根钉，有趣的部分全是藤子·F.不二雄的，改编部分实在毫无必要（你说你搞一个姐姐形象干啥，原作本来就有无性别的象征意味，隐喻最广泛的人被压迫），不如老老实实出个重制版。不过，幼时看只觉得有趣，现在看才发现左翼艺术家的笔法。这本质上还是一个走向gh与恢复dz角力的故事（这样得故事如今是越来越少见了），流亡总统和将军真是怎么看怎么眼熟。异星人依靠人类确立了天赐的权力，如今人类自己却身处两难的岔路口，看不到未来……,22
2022-05-31 20:39:36,Pierre Douce,三星,这是昭和这一辈社会运动比较激烈的人创作出的故事，到2022年再看，仅剩对真实世界的嘲笑,3
2022-06-02 19:13:47,北纬,二星,挺难看的，讲的还是个政治故事。有些情节很强行，其他道具都有好多个，缩小灯却只有一个。（静香真是每一部都要洗澡…）,4
2022-05-31 19:38:08,极圈里的燕鱼,三星,要不是重启老作品现在一定拿不出这么好的剧本了。机位运用得挺生动，坚持手绘而且画面还挺复古，这都算当代作品的优点了，但这个故事、表现力和氛围感毫无疑问还是过去那个年代更胜一筹。有的地方已经很有深度就不必要再故意设置低幼的情节，既然电影里八岁都能当总统也就真的别把银幕前的孩子想得太幼稚。观感超出预期，真的没想到动作场面还挺有看头，当结尾主角们邀请帕比和姐姐下次一起来地球玩的时候，第一次还挺期待剧场版能出下一部连续作品的，能在哆啦A梦剧场版里看到《1984》和《星球大战》，还奢求什么呢。,1
2022-06-02 21:46:31,朝阳区妻夫木聪,二星,最后，重获自由的人们纷纷走上街头，他们欢声笑语，燃起烟花爆竹，庆祝这来之不易的抗争结局。怎么样，像不像平行时空下的上海？（电影还是很无聊，相比85版把主要矛盾稍稍改了一下，人物转变也更立体了点，场面更大了，但还是没啥意思，两星半吧）,3
2022-05-30 21:26:58,道轍,四星,修了一些旧版不太合理的地方，但加了个重要人物和改动了一些故事线让漏洞更多了（扶额）；很多笑点改没了，包括那个加速药水，话痨狗竟然是梶裕贵配音但台词不够旧版好玩；连〈少年期〉也要删我的 TAT 不过新版特效做得真好（一人包场看完。,3
2022-05-28 16:06:01,Lord Voldemort,四星,一般，你知道主角肯定赢的没啥悬念，不过儿童题材能拍反毒菜的剧情也是挺难得的，加一星。,7
2022-05-29 20:01:04,Oasiis,二星,很平庸，很无趣，连期待的主题曲也没了。,4
2022-05-22 08:28:17,ericxu,四星,其实也可以吧，前半段挺无聊但后半段我崩了❤️,3
2022-05-31 22:24:46,miyoung,二星,穿越星际的时候看到星战的影子了，夹杂了一些东西，哆啦A梦的想象力变弱了。,1
2022-05-31 23:04:32,奇爱博士,三星,挺猛，看得惊心动魄。（电影复工第一弹）,1
2022-06-05 00:34:21,截图鬼才,三星,那个独裁者原型是不是安倍呀哈哈哈，电影里的日本民众反抗应该是作者想在现实中看到的，可惜只能成为一种寄托。,0
2022-05-28 15:20:35,shikio,五星,被独裁者支配的外星人在自由党总统的演讲下觉醒，与总统找来的巨大地球人外援共同实现自由同盟。,8
2022-06-01 20:18:43,曾照彩云归,四星,电影院里的小朋友们看得可真开心呀，快乐童年,0
2022-06-04 09:59:36,мая,三星,5.5，文本上还是有一些想法的，极权、自由独立、民众反抗意志等等（联系一下冷战背景，影射很直白），又结合了一下星战营造的太空歌剧的科幻风格，放在80年代，还是挺新鲜有趣的，放在当下再来炒冷饭，不免就太过时了。剧作的随意性太高，处理得过于轻易和简单，属于有话要说，但完全没说好的那类电影。,0
2022-06-05 17:27:27,P猪大侠,四星,影院buff,0
2022-05-29 21:31:45,国王KING,四星,水准很高的一部剧场版，削减了很多科幻元素，以至于看着有点像战争片，好像真的和他们经历了一场遥远宇宙的小战争。大雄这次的表现不是很让人满意，出彩最多的反而是小夫……「我也很害怕啊，但如果就这样什么也不做的话，那也太悲惨了。」少年少女们鼓起勇气，对抗极权国家统治的故事。小和大的冲突，善和恶的对立。5月的最后一个周末，有哆啦酱的陪伴真好啊。真羡慕他们活在无尽的暑假里。,3
2022-06-02 23:20:30,浆糊骗子,二星,追求所谓的漫画感故意把人物画残，手握大把新技术（EMP、永远有90%电量开启NFC又不会挤坏身体的坦克）又水了一部新片。为了捧带资进组的新角色，砍掉了许多精彩的铺垫细节，片长不减信息量减半，再次拍出“没看明白就掏钱买我小说”的效果，为什么就不能找一位爱哆啦A梦的编剧来改编呢～滋溜走路多少年的脚都被改成129.3kg直接砸地了！这位佐藤犬应该是没看(懂)《1984》的，他把互相制约的体制改成愚蠢的独裁首领，把暴动的群众改成只会喊口号游行的肉盾，把话痨狗改成敌人让停就提前停的吉祥物，削弱外星人的智慧、缩小鲸鱼的尺寸（一如既往地继承水田版“地球人类最厉害”的迷之自信），生怕吓到小朋友，但静香却改成爱好粉嫩又自带淡绿。内地配音十分钟内两次故意讲“蓝胖子”（藤新导演）,2
2022-05-28 23:56:25,蓝茶,五星,情怀片，但是比上一年的好看！哆啦A梦还是一如既往的可爱😍😍😍😍但是这个剧场版主要讲小夫比较多，大雄的镜头反而很少哈哈哈哈,4
2022-05-29 02:33:54,阿孝咕,二星,勇有叮当猫的人永远长不大，只想拍电影的胆小鬼开着坦克为心爱的女孩挡导弹，整个星球的武装力量被几个小学生吊打。这发型，说的是《蒙古革命往事》吧？,3
2022-06-03 18:28:25,逆风飞扬,三星,和我二十多年前看的漫画书内容基本一样；牛奶浴遥控猫飞天狗缩小灯失效最有印象；现在才感受到这是个大人缺位的正治题材；二十多年后，居然是一家三口在影院看了，很想借个时光机，告诉下二十多年前的我^_^,0
2022-06-02 23:50:32,米开浪基•洛,二星,好无聊又低幼…这电影是想内涵什么吗？,0
2022-05-31 23:16:02,X-523,二星,全靠吐槽才没睡着，16年那集剧场版从头睡到尾。但看纸版漫画我又能津津有味，无解。2022/5/28@SFC with L,0
2022-05-30 22:07:08,世纪症候群,二星,太过于低龄化了。,4
2022-05-30 21:19:56,kakakarl,五星,"哆啦A梦惯例5星。虽然是翻拍的故事，但是在镜头和画面上的设计已经推陈出新，有好几个镜头设计都很好。大雄捡到火箭被骂走从水面引出的人物；进入小夫做的模型场景里，有种不知道是3维还是实景加动画的错觉；还有初次变小时所做的主观镜头畸变，能感觉到制作组的用心～作为翻拍类新剧场版，新增加的角色并没有起到什么作用；中间一定要找回缩小灯，还以为会大改因为缩小灯失效才赢的设定，最终还是走回了原版故事的套路里。小夫的角色写得更有人物弧光了，虽然原版也有独裁者，但是小孩问“爸爸，什么是独裁者啊？”有点点睛。#不知道是不是音响的原因，有好几处出现了只有字幕，没有说话的画面，在北京的我可是专门跑到大兴区来看的……",3
2022-05-31 20:39:49,ACE,四星,那一天，匹里卡星回忆起了被巨人们支配的恐惧。,8
2022-06-02 15:48:17,珠我好运,三星,剧情偏幼齿，不过类似1984的剧情设置还挺有意思。,0
2022-06-05 09:11:10,马828,无评价,小孩子看的,0
2022-06-03 18:55:01,花渡,三星,虽说是大熊的小战争，但人物成长弧光完全落在了小夫和帕比身上，不过这依然无伤大雅。「夺权式的战争」必然是有一方象征独裁，另一方象征人民。可是天降巨人的处理方式却大大削弱了人民群众在战争中的作用，反而是强调了个人英雄的决定性作用，这点出现在寓教于乐的哆啦A梦身上很是遗憾。「需要英雄的国家才是不幸的。」P.S.部分镜头画风很惊悚，惊悚的莫名其妙。,1
2022-06-01 19:57:29,钱坤一,四星,一方面，帕比只有八岁，但是正经大学毕业，小学生都不如的吉尔莫亚将军是取代不了的；另一方面，自由并非天赐，当然要靠ピリカ星人民的自我争取，但也离不开哆啦A梦这些“球外势力”的帮助。小夫的整备师技术不错、胖虎等人变身巨人与德拉哥鲁鲁无人机群的战斗，想起了EVA旧剧场版《Air/真心为你》中，明日香开二号机的场景~,0
2022-05-31 21:37:16,豆瓣路人己,三星,心好寒，哆啦A梦已经只能靠不断重复自己来出新，甚至还没有原来有趣。（粉丝心态多1星,1
2022-06-01 21:13:52,阿卜,三星,老了，真的不适合看了。进门对的暗号还蛮有意思的。,1
2022-05-30 22:40:09,千阳瑜,三星,大雄遇到了幼儿版神秘博士，跟他一起打倒老大哥，期间顺便看了一下进击的巨人和金刚,3
2022-06-03 18:45:22,小植野,二星,太无聊，太聒噪，太儿戏，太俗套。基本无亮点，唯二能让我看下去的只有诹少配的军官和梶裕贵继齐木楠雄之后又一次配话唠，不如多画一段板野马戏，反派死于话多亘古不变。,1
2022-06-03 09:43:24,林皮雅,二星,四岁半的儿子看完告诉我，这部电影他晚上回家要做恶梦，感觉很差。所以目的是带娃看的，请慎重选择观看！慎重！！,0
2022-05-30 13:14:08,一只橘子,五星,很好看，静香和小夫的人物更丰满了,1
2022-05-29 13:24:21,悟空&憨豆,四星,视听效果全面升级，将原作部分情节调整顺序后进行原创，故事更加精彩，最终多线合并的高潮部分绝对碾压老版。问题是，原作中对人物的刻画是较为简略的，而新版则花了大篇幅讲述角色间的友情与亲情，可由于编剧笔力有限，结果反倒显得有些矫揉造作，可惜了。而且老版中对经典科幻的致敬没有保留下来，是个遗憾。,0
2022-06-04 22:56:26,玄猫,三星,在蓝胖子的剧场版漫画中我最喜欢的就是“小宇宙”这一集，但这个新版真的很让人失望，除了随时代进步的画质和技术外，剧情和内核上没有任何进步的东西对日本特摄片的致敬、对《星球大战》的调侃、对军国主义的反思，都被弱化了就，欢迎加入冷饭大家庭吧【6.2】,0
2022-06-02 19:42:31,空条奈奈,四星,感谢6月能上映这样的电影，大小朋友看得很开心。任意门缩小灯永不迟到，元素很足，太空战争，金刚巨人，老大哥，反独裁等等。,0
2022-05-28 22:47:38,白日梦想家,四星,这一部连静香都开战斗机打仗了！哈哈哈哈哈哈～,3
2022-05-29 10:20:16,梦里诗书,三星,新《哆啦A梦：大雄的宇宙小战争》是一次对85版同名剧场版的改编翻拍，电影虽然没有循规蹈矩的去完全复刻原作在主线之外，对原有剧情做出了一定的改编，但遗憾的是，面对原作芝山努导演和藤子·F·不二雄编剧，新的导演编剧完全没有站在巨人肩膀上的能力，生硬的删改破坏了人物情感，使电影反逊于前作。,2
2022-05-30 22:22:18,玩儿少,三星,又是一部老版剧场版的翻新，技术得到了提升，在onyx厅看的很清晰，但是没有新剧本的话，感觉还是平庸了点,0
2022-06-04 22:56:30,i_chips,三星,失败改编,0
2022-06-04 14:51:11,Jacques,四星,在今天这个特殊的日子里，看了一个超出小孩子理解能力的动画电影，而且音效和氛围比较吓人，不推荐低龄孩子观看。即便用我们这些天审视教材的苛刻水准，也挑不出什么毛病，可惜中年人已经对这种剧情免疫，很难沉浸在想象世界中。影院萧条，好像只剩下一个检票员，票价挺高，而且没人看，我是包场。,1
2022-05-29 18:02:30,今生、唯爱,三星,同盟军就是摆设的存在，但终归被一锅端也是因为大雄他们的责任。反派的谋略和战斗智商都对得起一个成年人该有的模样。前半段幼稚的快睡着，后半段扭转过来内核是反抗，天赐我们自由！,1
2022-06-01 08:15:27,馥雅,三星,子供向剧情，在俄乌战争大事件下看儿童电影中的战争，希望世界和平，自由早日回归人民。,3
2022-06-02 22:18:15,上杉夏箱,四星,发动群众革命，联合特摄阶级，推翻封建官僚军政府反动统治！,0
2022-05-28 22:23:55,流星雨Louis,四星,翻拍自1985版小夫大雄附体，打酱油出木衫，时刻不忘洗澡静香,4
2022-06-04 16:28:24,穿裤子的云,三星,哆啦A梦的世界里是那么的美好。,0
2022-06-04 16:24:59,BridgetShen,四星,欢欢乐乐，蓝胖子和大傻子，说的也太直白了哈哈哈哈,1
2022-06-05 16:42:17,JenIna,无评价,陪3岁9个月的儿子看了他人生第一场电影。但这里面也太多静香洗澡的镜头了吧？而且还设计了静香被大炮射臀部的镜头，你换个谁不好？？？,0
2022-05-28 21:00:05,密林航空曲,四星,联手打败老大哥，天赐我们自由！,3
2022-05-28 22:47:33,卤鸡腿,五星,反战先锋哆啦A梦！天赐我们自由！,7
2022-05-29 22:45:16,fled,四星,20220529 @七巧国。 也许小朋友们能学到什么吧,0
2022-05-31 15:33:10,-Melos-,五星,五月最快乐的一天，因为哆啦A梦,2
2022-05-28 14:19:11,卡顿,四星,#带娃看电影 这个反独裁的剧情设定…只能说不太适合4岁小朋友…别的还是不多评论了…,1
2022-05-28 12:53:00,oozy,三星,基本上每年的剧场版都陷入了一个套路，换个题材内核及剧情都是一个复制粘贴的，本次也缺乏想象力，甚至剧作上都是非常平庸，反转也是非常随便，但无论如何也是最近唯一能看的新片了。7,6
2022-06-05 07:50:10,带鱼先生,三星,哆啦A梦也搞1984,0
2022-05-31 23:20:13,琥珀,三星,大雄是傻人有傻福的绝对代表人物哈哈哈,1
2022-05-28 18:31:05,zeroasd123,三星,浪费剧本和制作资源的典型，山口晋就是个废物，从高达AGE以后蛰伏十年还是这么个熊样，所以为什么能做的这么平铺直叙毫无感染力?简直和老年人动漫一样脱离时代，就这种水平活该被业界淘汰。,3
2022-05-30 10:57:38,CaptainEcho,五星,每年儿童节都有哆啦A梦真幸福呀,1
2022-06-05 14:06:49,海月梦香,三星,可以说是近年最差的哆啦A梦剧场版,0
2022-05-31 23:29:55,勇敢生活,三星,整体质量中规中矩，感觉不如2020年那部新恐龙。最后的大战没有预想的那般热血沸腾，更像是通过缩小灯的效果退去后来让主角团反败为胜，逆转局势，有点靠天命而非尽人事的感觉，本来我以为逃走的大雄会想方设法拿回缩小灯来挽救众人，这一点有些失望。配音这块，换回了2016-2017的北斗班底，大体上与以往相同，常蓉珊的大雄比起黎筱蒙的版本要好一些，黎筱蒙我印象中比较容易破音。山新的哆啦A梦声音比起以往的版本要尖锐一些，这样的演绎有利有弊，也许更贴合人物塑造，不过对习惯以前版本的观众而言暂时不太适应。不过比起前三年用陈美贞来陆配里混搭，全内地配音阵容自然更为和谐兼容。,0
2022-06-05 16:56:30,荔枝昵称违规,无评价,穿过大半个宇宙送革命。,0
2022-05-30 16:55:54,吃饭或正在吃饭,五星,开始反思是不是被近几年的哆啦剧场pua了，以至于这部质量在意料之外就变成了浓烈的喜欢。终于回归了纯粹的爱和自由主题，感动在小夫，在于我们必须要面对的恐惧里，我们仍有选择，这类选择的原因传递得正是影片所想诉诸的“利他主义”。观影感受就像看着自家沉闷二十几年懦弱的孩子，突然某天捍卫起了自己内心想法，个性了起来，有了足够鲜活起来的缘由。大雄石头帽摘不下来是番剧里的一个梗，最后因为一场雨才得救。不再凸显大雄的软弱，不再给予人仅凭运气就能获得他人救赎的愚蠢希望。每个角色都不再只凭语言获得了性格。流落街头真实、少年总统真实、天赋真实，所以善良和自由足以逆转也真实。洛克太可爱了！在巨人出现时大笑不止，有读格列佛游记的奇幻，大饱眼福，歌也好听。自由气息里，这是一场革命，天赐我们自由。,1
2022-06-05 17:11:41,凡凡不在家,三星,影片受众定位太过明确，以至于低幼简单朴素道理，令全片乏善可陈，情怀分加持，将将迈过及格线。故事内核，实则讲述一场失落王子/总统，如何在哆啦A梦一行人的助理下， 实现卫国战争、拯救黎民苍生的故事。影片书写爱民之大爱，歌颂明君，反对军事独裁的努力，值得称赞，但从故事呈现，到后续发展，都显得套路满满，尤其最近看了一系列漫威电影，这种彰显男性气质，突破自我成长的故事，以及灭掉大反派的斗争方式，都显得太过平庸。如果从特摄片角度来说，影片有些突破性，比如小夫在开篇想拍摄一部科幻特摄片，结尾，他完成了对这一影像的建构。首位闭合，从日本特有影像种类来说，影片这种自反性值得夸赞。但影片较强的社会性议题关照，明显偏离对影像本质追问，或者说创作者们并无心插柳，只想对小朋友们进行一场公民自由民主精神的素质教育课。,0
2022-06-01 01:54:31,Taylor Hsu,三星,天賜我們自由！向六月致敬🫡,1
2022-06-04 18:21:53,吃菜不吃呱,三星,自由在哪个星球都是要追求的呀,0
2022-06-04 16:24:59,BridgetShen,四星,欢欢乐乐，蓝胖子和大傻子，说的也太直白了哈哈哈哈,1
2022-06-01 01:26:44,熱煙帶雲,三星,想起去年也是这个时候在影院看了《哆啦A梦》，和朋友有說有笑，今年就自己一個人啦，「天賜我們自由」，在廣州街頭溜達。5.28,0
2022-05-29 21:44:57,Ecane,三星,这也…太政治童话了吧…而且根本就是非黑即白的好人坏人故事，换个星球讲人类历史有什么创意吗？,0
2022-05-29 23:50:46,1874,三星,我真的老了。,1
2022-05-29 02:00:22,恃南林以司,五星,在电影院里又一次回到少年时代偷买剧场版漫画的感觉，真让人热泪盈眶。为自由高歌时候各种恶政隐看得让人满头大汗为电影命运担忧不已，评论都在说子供向问题，可哆啦的故事本来就是极致想象力和极简信念的和一，是工具理性转向沟通理性的实践表达，可能它的道具屡屡被削弱，但故事中的纯真和有趣真的太适合这个郁结的夏天了,2
2022-05-28 21:00:05,密林航空曲,四星,联手打败老大哥，天赐我们自由！,3
2022-05-29 22:45:16,fled,四星,20220529 @七巧国。 也许小朋友们能学到什么吧,0
2022-05-31 01:22:55,需要毅种力量,三星,纯儿童向，在电影院看的，一帮小孩子吵吵闹闹的。,0
2022-06-03 18:45:22,小植野,二星,太无聊，太聒噪，太儿戏，太俗套。基本无亮点，唯二能让我看下去的只有诹少配的军官和梶裕贵继齐木楠雄之后又一次配话唠，不如多画一段板野马戏，反派死于话多亘古不变。,1
2022-06-04 17:37:17,Lady Raven,无评价,应该不会再想看哆啦A梦了orz 影院居然还抽小玩具，感受了小朋友的快乐⸂⸂⸜(രᴗര๑)⸝⸃⸃,0
2022-06-01 22:53:19,Black sheep,三星,（6.5）“天赐我们自由！”🇺🇦,0
2022-06-03 09:43:24,林皮雅,二星,四岁半的儿子看完告诉我，这部电影他晚上回家要做恶梦，感觉很差。所以目的是带娃看的，请慎重选择观看！慎重！！,0
2022-05-28 14:19:11,卡顿,四星,#带娃看电影 这个反独裁的剧情设定…只能说不太适合4岁小朋友…别的还是不多评论了…,1
2022-05-29 20:21:19,Geally's Drama,三星,睡了一分钟,0
2022-05-29 21:35:58,KID Y,三星,6.0 沾点太空歌剧沾点特摄沾点反强权但合起来什么也不是，开场的微观宏观视角转换堪称惊艳，到后面就只剩下敷衍了。,0
2022-06-03 22:38:59,Mickey,二星,里边那只狗太像京东了...,0
2022-04-07 00:49:43,Eureka,五星,为友情而战，总能打动人。,9
2022-05-30 19:34:57,Sa liberté,四星,视觉效果很好，完全合格的作品，时看时快乐。,0
2022-06-04 16:23:47,水御龙神,三星,玩梗不少,0
2022-06-02 19:07:37,无糖吐槽,二星,在大街上开坦克也太招摇了,2
2022-05-28 21:15:33,陆泓旭,三星,独裁者的智囊团宛如智障，想打一场舆论战，只要把哆啦A梦说成是帕比勾结的境外势力，哪儿还会有群众起义呢,9
2022-06-03 19:53:54,zilingfei,三星,长大后这种幼稚的剧情实在看不进去了，不过孩子喜欢看，以后可以继续陪她一起看也不错。,0
2022-06-03 18:20:40,状况不明,三星,比秩序更可贵的是自由，比自由更可贵的，是孩子的心。,0
2022-05-29 21:18:45,sleepy Mia,三星,不怎么好看，但又看得挺开心的。,0
2022-05-28 13:58:55,张大一,二星,天，赐我们自由！！,5
2022-06-01 14:39:07,YD,三星,困死了六一节快乐🙂（安慰自己）,1
2022-05-29 00:24:11,今天只做一件事,二星,复杂的心情写下。相比于柯南的“动作爱情”，大雄他们还是保持着一样的性格、爱好和   剧本。可是我已经到了无法忍受大雄懦弱的年龄了。,1
2022-06-02 13:27:50,Z.A.Jevin,四星,这几年的剧场版就没落下过！今年也会去看！！！p.s.和lyt看的第一部哆啦A梦剧场版,1
2022-05-29 15:48:24,elwing,三星,哆啦A梦终于走向外太空了……我睡得好爽，小酒看得开心就好,0
2022-05-29 14:01:00,fw郑景仁,二星,很煎熬的观影体验。纯纯子供向动画片，看的我尴尬症都犯了，剧情、服装剽窃《星球大战》，但是动画设计还是比较赛博朋克，不过照今年的《熊出没》大电影还是差点，还有就是歌曲挺好听，其他的我实在夸不来了,2
2022-06-02 13:54:46,豆瓣铁粉,三星,看个情怀，旁边的大哥看得很开心,0
2022-05-28 18:09:34,Kevin Wayne,三星,后半段还是值得一看的，童年的回忆又回来了，但还是希望多一些奇妙的道具，这部里有些边缘化了。,0
2022-06-05 14:35:40,唐某人,四星,真的很适合小朋友，大人慎重考虑,0
2022-05-30 00:15:00,月鱼,二星,我真无语。听力练习都无聊的程度,0
2022-05-28 21:04:23,hgsdg,二星,太长了。,0
2022-05-31 15:27:52,hellohaoyu,三星,说实话，挺无聊的。但是或者孩子们会们记得：上天赋予我们自由！,0
2022-05-28 14:26:57,宅男多才,四星,1985年同名剧场版重制版，这次重制版加了一个新人物——一个女外星人皮娜 男外星总统的姐姐，跟静香长得很像。重制版情节略有改动，音效、作画可以了 战斗场面燃爆，部分地方音响震得座椅和脚底都能感受到微微振动。开头哆啦A梦一出来就让我感动了，熟悉的味道（ps：由于这次哆啦A梦国语配音不是陈美贞了 所以看的日语）,0
2022-06-05 00:25:22,小金,三星,去年是暖心的温情的大雄和奶奶的故事，今年回归了小分队奇思妙想拯救世界的娱乐剧情，小夫静香变巨大从海上来致敬哥斯拉，胖虎变大之后跳飞机捶胸致敬金刚，赞！,0
2022-05-28 21:47:06,正义B胜,三星,厅里六七个人，加我全是岁数不小的直男……,0
2022-06-03 18:13:22,cai,无评价,北京电影院复工看的第一部电影，看到人们走上街头高喊天赐我们自由，哎。缩小灯真好啊，可大可小，静香在海里变大那一幕真好看。,0
2022-05-29 12:25:58,joysun,四星,2022年了我们还在为大熊老师1985年的动画感动，只不过以前是我一个人看，现在带娃一起看。,0
2022-05-28 20:54:14,呜呜渣渣,三星,童年滤镜,1
2022-05-28 14:47:12,Diplodocus,三星,0-12岁，成年人就别凑热闹了。,6
2022-06-02 22:41:32,全唐人狂朝,三星,还行吧，一般般，搞笑程度还有剧情有趣度来说都是一般还行的程度。我更喜欢银河超特急~,0
2022-06-04 17:13:42,青麦,三星,比想象中好看，适合6.1,0
2022-06-02 17:27:04,Vans,三星,剧本是俗套的王子复仇记，但是还是那么中二又热血哈哈哈,0
2022-05-28 17:35:51,小可,三星,普普通通，没啥亮点，看着想睡,2
2022-05-31 08:23:34,yuan,三星,哆啦A梦致敬进击的巨人。开玩笑啦，下面讲认真的：如果我们放弃相信公平、正义、自由、良善可以让世界变得更好，那我们终将失去所有。,0
2022-05-28 20:11:16,musair,四星,相比大山版是改了不少，挺多大场面，那个反派Dorakoruru好帅，插入曲好像是[ココロありがとう]也挺好听的,1
2022-05-28 17:30:34,the day,四星,有那么点无聊，但也有感动，有治愈，有友情，勇敢，也有今日和朋友一起冒着雨去看电影的回忆，不要害怕，一定可以做到的！（今年在电影院看的第一部电影，明明早上心情糟糕的要命，但是大家都那么好，我心里都知道，但真的不知道该怎么传达我的心情，加油加油，会越来越好的，会实现梦想的）,0
2022-05-28 14:40:17,obsever,四星,绝对是成功的改编，相比原版更胜一筹，甚至对原版的细微改编还升华了主题，果然哆啦剧场版重制从不让我失望。（反观近些年欧美的各种翻拍，真是让人无语）   而且在当今主流动画片中还能看到人们呼喊着“天赐我们自由”走上大街游行、企图抹杀共和的独裁者的称帝闹剧黯然落幕，真是莫大的幸福！,1
2022-05-29 21:31:45,说给青鸟,四星,2022.5.29 我以前最喜欢的剧场版之一啊！希望新版不要让我失望呀 和大卫 jb 金泽权一起来看 我本来的话肯定是昨天首映就来看的 但他们都没空只好买在今天了 昨天那么多活动都没享受到唉 其实还是老版的好看点 因为这部感觉比以前幼稚好多 感觉更低龄化了些 剧情倒是近乎一致的 也没什么好新奇的 就是外星人降到地球被追杀 后来决定帮助外星人夺回外星,1
2022-06-01 00:52:35,Noname,四星,我感觉本来就挺好的。说政治童话不行，《格列佛游记》也本来就是政治童话。说镜头不行，开头3d的特摄确实一直不是哆啦系列的长处，但大小人在一起的时候，选择的视角都是2d作画中挺难画的视角……看了《神奇动物》后，我反而觉得这政治戏写得比那好多了……但前半段确实太日常枯燥了，铺垫过多，显得节奏慢了。但后半段静香和小夫的塑造都挺不错。（彩蛋还有艾伦呢）,1
2022-05-28 22:25:58,Thor,三星,这剧情真的太低幼向了，只适合小朋友看了,1
2022-05-28 15:54:04,东宫六爷,四星,天赐我们自由 ！打倒读裁者吉尔莫亚！,5
2022-06-02 09:12:52,KAI·甜妹爱睡觉,四星,同样是年更为什么蜡笔小新剧场版的质量能经久不衰，本该更具创造力想象力的哆啦a梦剧场版却每年都在吃老本和质量下滑呢,2
2022-06-03 21:19:51,五尺天涯,二星,无聊🥱,0
2022-06-04 09:40:44,xiao7,四星,小孩子很喜欢,0
2022-05-29 20:27:57,Jagger丶,三星,虽然是子供向作品，但是哆啦A梦的剧场版给我的感觉却一点都不小孩子气，有几部的格局甚至非常的高。这部不知道是不是剧情改编的问题，给我的感觉就是一部纯粹的子供向了。少数几个有亮点的地方都还是原本剧情就有的。,0
2022-05-31 22:09:50,星鑫,三星,可以说很应景了，在这样的时间段在国内上映~,1
2022-06-03 20:32:36,痘涌,四星,自由,0
2022-06-04 19:47:26,EeeFThen,四星,小孩子的电影，就用小孩子的心态去看吧，别做一个烦人的大人。,0
2022-06-01 12:01:56,齐齐齐齐,四星,大雄在这一部中很难得没有太反面的形象 反而是小夫更脆弱 反对独裁的题材让儿童知道自己的选择是多么重要p.s:没有人会不想看静香洗澡吧,1
2022-05-28 18:56:55,薛玉茗,四星,被好多友情相关的小点感动了，以及诹访部顺一的声音好有魅力,0
2022-06-03 11:44:42,不懂,五星,找回童年的感觉，剧情我觉得还行，毕竟是合家欢的电影,0
2022-05-29 17:29:59,Lujor.,三星,6/10 最后的进击巨人+金刚+绿巨人有点好玩hhh,0
2022-05-29 22:25:25,没灵魂但还活着,三星,反毒菜,0
2022-06-01 21:52:30,小猫猴子,三星,这部真的很无聊,0
2022-05-30 10:50:01,赵奕陶,五星,还行吧，童年的回忆,0
2022-06-05 09:53:10,陈骁士,一星,小男孩的英雄梦。成年人看略无聊了。,0
2022-05-28 16:58:35,莫名其妙先生,三星,出木衫：我去上个补习班怎么就错过剧场版了。U•ェ•*U,2
2022-05-29 22:35:03,Ron,二星,剧情俗套，逻辑漏洞，好歹是出《1984》。,0
2022-05-30 22:22:35,无症状快乐患者,五星,2022.5.30 晚 欢乐汇被低星评价打了预防针，完全超出预期。电影最重要的是讲故事流畅，节奏紧凑但不仓促，至于其他主次分配与致敬，都是服务于故事的。看到四十分钟时居然有一个小时的观感，我就清楚这片的质量了。本作正反派的智商斗法，真有战争的感觉，比之前过家家高不少。帕比、长官和小夫都塑造很突出，静香又一次表现亮眼。大雄在剧情上边缘化，所以没有煽情和嘴炮。遗憾的是最后扭转战局太靠运气，不过确实挺爽的。《少年期》不是我的童年回忆，所以没有也无所谓，强行致敬反而不美。只要名台词还在，故事的魂就在。,1
2022-05-28 21:21:09,Ely & Nepomuk,五星,感谢每年都有那么一刻可以乘坐时光机回到童年。,1
2022-05-30 19:57:07,尚墨1111,三星,emmm俗套的剧情，强行煽情的节奏，，，，不妨碍《哆啦A梦》带来的满满童年回忆。。。,0
2022-05-29 17:16:02,温岭阿浪,三星,没什么亮点，没什么惊喜，和大部分剧场版都差不多，没啥特别之处。三分钟一段说教，五分钟一碗鸡汤，有些多了。不过优点也是有的，比如小夫这个团队中最没存在感的角色，在本片中戏份十足，几乎已经取代大雄成为主角了。尤其和静香那诸多的对手戏，活脱脱是一对新CP。小夫这身绿衣服简直是在挑衅大雄啊。直到结尾他们还是没能取回缩小灯，只能靠时间拖到了这种方式来反转。反派开枪射击，子弹都把绳子打断了，居然还碰不到人。机械降神的痕迹还是比较明显的。,2
2022-06-02 20:01:45,陆十七,三星,动漫版科幻片,0
2022-06-01 22:51:47,西城以西的旧梁,三星,剧情确实只能给小孩子看,0
2022-06-02 12:33:16,然然然然皓,四星,豆瓣白嫖可惜了完美世界4号厅那么好的配置死活不愿合作蓝胖子分镜头转场一直还可以剧情嘛，子供向啦好几年国配都是北斗企鹅工作室在接然后山新的蓝胖子像个夹舌子说话说不清挺突兀的,1
