���ʱ��,֧��,A,B,C,D
2020/1/24,Q,1.2,99,0,0.7
2020/1/24 1:00,Q,1.5,99,0,0.9
2020/1/24 2:00,Q,2.2,99,0,0
2020/1/24 3:00,Q,2,99,0,1.2
2020/1/24 4:00,Q,1.6,99,0,0.8
2020/1/24 5:00,Q,1.5,99,0,0.7
2020/1/24 6:00,Q,1.3,99,0,1.2
2020/1/24 7:00,Q,1.1,99,0,0.8
2020/1/24 8:00,Q,1,99,0,0.4
2020/1/24 9:00,Q,2,99,0,1.2
2020/1/24 10:00,Q,3,96,0,0.3
2020/1/24 11:00,Q,4.1,87,0,0.8
2020/1/24 12:00,Q,5.3,67,0,1.3
2020/1/24 13:00,Q,5.4,63,0,1
2020/1/24 14:00,Q,5.8,63,0,1.1
2020/1/24 15:00,Q,6,60,0,1.2
2020/1/24 16:00,Q,6.2,60,0,0.6
2020/1/24 17:00,Q,5.8,64,0,1
2020/1/24 18:00,Q,4.9,68,0,1
2020/1/24 19:00,Q,4.1,75,0,0.6
2020/1/24 20:00,Q,3.5,81,0,1.1
2020/1/24 21:00,Q,3.5,75,0,1.6
2020/1/24 22:00,Q,3.3,70,0,1.5
2020/1/24 23:00,Q,2.9,68,0,1.5
2020/1/25,Q,3.1,66,0,0.3
2020/1/25 1:00,Q,2.4,73,0,0.6
2020/1/25 2:00,Q,1.3,82,0,0.9
2020/1/25 3:00,Q,0.4,87,0,0.1
2020/1/25 4:00,Q,1.5,80,0,1.1
2020/1/25 5:00,Q,0.9,86,0,0.2
2020/1/25 6:00,Q,0.6,90,0,0
2020/1/25 7:00,Q,1.1,84,0,0.8
2020/1/25 8:00,Q,0.9,88,0,0.3
2020/1/25 9:00,Q,1.5,93,0,0.7
2020/1/25 11:00,Q,3.6,74,0,1.2
2020/1/25 12:00,Q,4.4,69,0,1.3
2020/1/25 13:00,Q,5.1,63,0,0.8
2020/1/25 14:00,Q,6.1,58,0,1.3
2020/1/25 15:00,Q,6.4,59,0,0.9
2020/1/25 16:00,Q,6.5,57,0,1.1
2020/1/25 17:00,Q,6,62,0,1.2
2020/1/25 18:00,Q,4.2,72,0,1
2020/1/25 19:00,Q,3.4,75,0,1.1
2020/1/25 20:00,Q,2.7,79,0,0.7
2020/1/25 21:00,Q,1.8,87,0,0
2020/1/25 22:00,Q,1.2,91,0,0.8
2020/1/25 23:00,Q,0.7,92,0,0.2
2020/1/26,Q,1.5,93,0,0.6
2020/1/26 1:00,Q,1.5,96,0,0.5
2020/1/26 2:00,Q,2,93,0,0.9
2020/1/26 3:00,Q,2.1,96,0,0.8
2020/1/26 4:00,Q,2.7,92,0,1.6
2020/1/26 5:00,Q,2.3,95,0,0.2
2020/1/26 6:00,Q,2,99,0.1,1.3
2020/1/26 7:00,Q,1.8,99,0.2,1.1
2020/1/26 8:00,Q,1.7,99,0.2,1.3
2020/1/26 9:00,Q,1.8,99,0.2,1.5
2020/1/26 10:00,Q,1.7,99,0.3,1.6
2020/1/26 11:00,Q,1.6,99,0.1,1.1
2020/1/26 12:00,Q,2,99,0.1,1.1
2020/1/26 13:00,Q,2.6,95,0.2,0.3
2020/1/26 14:00,Q,2.6,95,0.3,0.6
2020/1/26 15:00,Q,2.6,94,0.1,2.2
2020/1/26 16:00,Q,2.4,98,0.2,1.4
2020/1/26 17:00,Q,2.5,95,0.1,1.3
2020/1/26 18:00,Q,2.4,92,0,1.2
2020/1/26 19:00,Q,2.4,95,0,1.7
2020/1/26 20:00,Q,2.3,93,0,1.5
2020/1/26 21:00,Q,2.3,91,0,0.9
2020/1/26 22:00,Q,2.4,86,0,3.2
2020/1/26 23:00,Q,1.8,94,0,2.1
2020/1/27,Q,1.6,93,0,1.7
2020/1/27 1:00,Q,1.3,94,0,0.6
2020/1/27 2:00,Q,1.3,97,0,0.7
2020/1/27 3:00,Q,1.2,95,0,0.1
2020/1/27 4:00,Q,0.7,98,0,0.7
2020/1/27 5:00,Q,0.5,99,0,0.4
2020/1/27 6:00,Q,0.6,99,0,0.5
2020/1/27 7:00,Q,0.5,99,0,0
2020/1/27 8:00,Q,0.5,99,0,0
2020/1/27 10:00,Q,3,90,0,0.7
2020/1/27 11:00,Q,4.3,70,0,0.9
2020/1/27 12:00,Q,5.3,63,0,1.2
2020/1/27 13:00,Q,6.5,55,0,1.3
2020/1/27 14:00,Q,6.5,49,0,1.6
2020/1/27 15:00,Q,5.8,60,0,2.2
2020/1/27 16:00,Q,5.7,59,0,1.7
2020/1/27 17:00,Q,5.9,57,0,2.3
2020/1/27 18:00,Q,3.9,68,0,0.8
2020/1/27 19:00,Q,1.8,82,0,0.8
2020/1/27 20:00,Q,0.4,88,0,1
2020/1/27 21:00,Q,0.4,93,0,0.9
2020/1/27 22:00,Q,-0.9,97,0,0.7
2020/1/27 23:00,Q,-1.2,99,0,0.3
2020/1/28,Q,-1.3,99,0,0.8
2020/1/28 1:00,Q,-1.9,99,0,1.6
2020/1/28 2:00,Q,-2.3,99,0,0.8
2020/1/28 3:00,Q,-2.4,99,0,0.8
2020/1/28 4:00,Q,-2.6,99,0,0.1
2020/1/28 5:00,Q,-2.7,99,0,0.2
2020/1/28 6:00,Q,-2.8,99,0,0.8
2020/1/28 7:00,Q,-3.1,99,0,0.8
2020/1/28 8:00,Q,-2.9,99,0,0.2
2020/1/28 9:00,Q,-0.9,99,0,0.9
2020/1/28 10:00,Q,2.1,87,0,0.7
2020/1/28 11:00,Q,5.7,61,0,0.6
2020/1/28 12:00,Q,7.5,52,0,2.1
2020/1/28 13:00,Q,9,44,0,2
2020/1/28 14:00,Q,9.9,43,0,1.9
2020/1/28 15:00,Q,10.4,41,0,1.2
2020/1/28 16:00,Q,9.8,48,0,1.9
2020/1/28 17:00,Q,7.9,58,0,0.9
2020/1/28 18:00,Q,6.2,58,0,1.7
2020/1/28 19:00,Q,3.9,70,0,0.6
2020/1/28 20:00,Q,1.9,81,0,0.9
2020/1/28 21:00,Q,1.8,85,0,1
2020/1/28 22:00,Q,1.8,86,0,1.1
2020/1/28 23:00,Q,0.3,92,0,0.5
2020/1/29,Q,-0.2,98,0,0.7
2020/1/29 1:00,Q,1.9,74,0,1.6
2020/1/29 2:00,Q,-1.1,93,0,0.9
2020/1/29 3:00,Q,-1.3,96,0,0.8
2020/1/29 4:00,Q,-1.7,96,0,0.5
2020/1/29 5:00,Q,-1.8,97,0,0
2020/1/29 6:00,Q,-2,98,0,0.6
2020/1/29 7:00,Q,-1.5,97,0,1.1
2020/1/29 8:00,Q,-2.6,98,0,0.4
2020/2/3 18:00,Q,5.7,47,0,1.2
2020/2/3 19:00,Q,3.2,58,0,0.7
2020/2/3 20:00,Q,2.2,63,0,0.6
2020/2/3 21:00,Q,0.9,72,0,0.7
2020/2/3 22:00,Q,0.3,82,0,1.1
2020/2/3 23:00,Q,-0.3,87,0,0
2020/2/4,Q,-0.4,90,0,0.6
2020/2/4 1:00,Q,-1.2,93,0,0.1
2020/2/4 2:00,Q,-1.4,94,0,1.4
2020/2/4 3:00,Q,-1.7,93,0,0.6
2020/2/4 4:00,Q,-2.1,96,0,0.6
2020/2/4 5:00,Q,-1.6,91,0,0.8
2020/2/4 6:00,Q,-2.4,96,0,0.7
2020/2/4 7:00,Q,-2.9,98,0,0.6
2020/2/4 8:00,Q,-2.8,97,0,0.9
2020/2/4 9:00,Q,0.5,99,0,0.7
2020/2/4 10:00,Q,6.4,57,0,1.5
2020/2/4 11:00,Q,8.5,47,0,1.8
2020/2/4 12:00,Q,9.6,48,0,2.2
2020/2/4 13:00,Q,9.9,45,0,3.9
2020/2/4 14:00,Q,9.1,46,0,6.3
2020/2/4 15:00,Q,9.3,49,0,5.8
2020/2/4 16:00,Q,9.1,47,0,5
2020/2/4 17:00,Q,8.4,44,0,4
2020/2/4 18:00,Q,6.2,48,0,4.7
2020/2/4 19:00,Q,5.1,49,0,3.9
2020/2/4 20:00,Q,3.7,53,0,2.8
2020/2/4 21:00,Q,2.2,58,0,2.6
2020/2/4 22:00,Q,1.8,61,0,3.2
2020/2/4 23:00,Q,0.8,66,0,1.2
2020/2/5,Q,0.3,67,0,0.8
2020/2/5 1:00,Q,0,69,0,1.4
2020/2/5 2:00,Q,-0.5,75,0,1.7
2020/2/5 3:00,Q,-0.2,79,0,1.9
2020/2/5 4:00,Q,-0.2,82,0,1.4
2020/2/5 5:00,Q,-0.3,83,0,2.2
2020/2/5 6:00,Q,-0.6,85,0,3.2
2020/2/5 7:00,Q,-0.5,85,0,1.1
2020/2/5 8:00,Q,-0.7,88,0,1.1
2020/2/5 9:00,Q,-0.8,84,0,2.1
2020/2/5 10:00,Q,-0.6,83,0,1.1
2020/2/5 11:00,Q,-0.1,78,0,0.9
2020/2/5 12:00,Q,0.1,66,0,2
2020/2/5 13:00,Q,0.2,63,0,1.9
2020/2/5 14:00,Q,0,64,0,1.4
2020/2/5 15:00,Q,-0.1,61,0,2.6
2020/2/5 16:00,Q,-0.5,63,0,3.1
2020/2/5 17:00,Q,-0.6,65,0,2.1
2020/2/5 18:00,Q,-0.9,69,0,2.9
2020/2/5 19:00,Q,-1.6,81,0,2.1
2020/2/5 20:00,Q,-1.3,71,0,2.2
2020/2/5 21:00,Q,-1.5,77,0,1.5
2020/2/5 22:00,Q,-1.4,76,0,1.1
2020/2/5 23:00,Q,-1.8,81,0,1.6
2020/2/6,Q,-2.1,88,0.2,1.7
2020/2/6 1:00,Q,-2.5,96,0.5,1.9
2020/2/6 2:00,Q,-2.6,97,0.4,1.1
2020/2/6 3:00,Q,-2.8,98,0.1,1.1
2020/2/6 4:00,Q,-2.8,98,0.1,0.8
2020/2/6 5:00,Q,-2.7,96,0.1,1.3
2020/2/6 6:00,Q,-2.6,97,0,1.6
2020/2/6 7:00,Q,-2.7,98,0.1,1
2020/2/6 8:00,Q,-2.6,98,0.1,1
2020/2/6 9:00,Q,-2.1,97,0,0.3
2020/2/6 10:00,Q,-1.7,92,0.1,0.4
2020/2/6 11:00,Q,-0.8,87,0.2,0.8
2020/2/6 12:00,Q,-0.2,82,0,0.2
2020/2/6 13:00,Q,0.1,83,0,1.3
2020/2/6 14:00,Q,0.3,83,0,2.2
2020/2/6 15:00,Q,0.3,83,0,2
2020/2/6 16:00,Q,0.2,83,0,2.1
2020/2/6 17:00,Q,0.1,82,0,1.5
2020/2/6 18:00,Q,-0.1,84,0,1.5
2020/2/6 19:00,Q,-0.1,84,0,1
2020/2/6 20:00,Q,-0.5,89,0,1.3
2020/2/6 21:00,Q,-0.2,88,0,1.2
2020/2/6 22:00,Q,-0.3,88,0,0.7
2020/2/6 23:00,Q,-1.3,94,0,0.8
2020/2/7,Q,-0.8,94,0,1.1
2020/2/7 1:00,Q,-0.6,93,0,1
2020/2/7 2:00,Q,-0.4,92,0,0.6
2020/2/7 3:00,Q,-0.9,92,0,1.1
2020/2/7 4:00,Q,-1,94,0,0.7
2020/2/7 5:00,Q,-1.7,96,0,0.8
2020/2/7 6:00,Q,-2.2,97,0,1
2020/2/7 7:00,Q,-3.3,98,0,0
2020/2/7 8:00,Q,-3.6,99,0,0
2020/2/7 9:00,Q,-0.8,99,0,0.8
2020/2/7 10:00,Q,2.2,76,0,1.3
2020/2/7 11:00,Q,4.7,66,0,1.8
2020/2/7 12:00,Q,6.1,56,0,2.1
2020/2/7 13:00,Q,7.5,57,0,1.8
2020/2/7 14:00,Q,8.1,54,0,2.6
2020/2/7 15:00,Q,8.9,50,0,1.8
2020/2/7 16:00,Q,9.1,52,0,2.2
2020/2/7 17:00,Q,8.8,53,0,1.5
2020/2/7 18:00,Q,7.5,55,0,1.5
2020/2/7 19:00,Q,3.7,73,0,1.2
2020/2/7 20:00,Q,2.9,82,0,1.3
2020/2/7 21:00,Q,2.7,87,0,1.8
2020/2/7 22:00,Q,1.3,93,0,1.1
2020/2/7 23:00,Q,1.7,93,0,1.5
2020/2/8,Q,0.9,94,0,0.9
2020/2/8 1:00,Q,-0.2,96,0,0.9
2020/2/8 2:00,Q,-1.1,99,0,0.2
2020/2/8 3:00,Q,-1.4,99,0,0.6
2020/2/8 4:00,Q,-1.5,99,0,1.4
2020/2/8 5:00,Q,-1.6,99,0,1
2020/2/8 6:00,Q,-1.5,97,0,0.3
2020/2/8 7:00,Q,1.9,84,0,2.3
2020/2/8 8:00,Q,1.8,86,0,1.7
2020/2/8 9:00,Q,4.6,68,0,2.2
2020/2/8 10:00,Q,6.7,58,0,2.3
2020/2/8 11:00,Q,8.9,48,0,0.9
2020/2/8 12:00,Q,10.4,43,0,1.8
2020/2/8 13:00,Q,11,42,0,1.5
2020/2/8 14:00,Q,11.8,39,0,1.9
2020/2/8 15:00,Q,12.8,35,0,1.4
2020/2/8 16:00,Q,12.9,39,0,2.1
2020/2/8 17:00,Q,12.2,43,0,1.2
2020/2/8 18:00,Q,9.4,51,0,1.2
2020/2/8 19:00,Q,6.4,67,0,0.9
2020/2/8 20:00,Q,4.2,80,0,0.5
2020/2/8 21:00,Q,3.7,82,0,0.9
2020/2/8 22:00,Q,5.2,74,0,1.9
2020/2/8 23:00,Q,3.3,85,0,0.9
2020/2/9,Q,1.6,93,0,0.6
2020/2/9 1:00,Q,1.2,96,0,0.6
2020/2/9 2:00,Q,0.2,99,0,0.6
2020/2/9 3:00,Q,-1,99,0,0.5
2020/2/9 4:00,Q,-0.4,99,0,0.9
2020/2/9 5:00,Q,-0.2,96,0,0.7
2020/2/9 6:00,Q,-1.9,98,0,1.1
2020/2/9 7:00,Q,1.3,87,0,1.7
2020/2/9 8:00,Q,0.2,86,0,0.8
2020/2/9 9:00,Q,5.1,64,0,1.1
2020/2/9 10:00,Q,8.4,44,0,2.6
2020/2/9 11:00,Q,11,34,0,1.5
2020/2/9 12:00,Q,13.3,27,0,2.8
2020/2/9 13:00,Q,15.2,21,0,2.3
2020/2/9 14:00,Q,16.5,17,0,1.2
2020/2/9 15:00,Q,17.6,16,0,0.6
2020/2/9 16:00,Q,17.8,16,0,4.5
2020/2/9 17:00,Q,17,14,0,3.2
2020/2/9 18:00,Q,15.1,16,0,1.6
2020/2/9 19:00,Q,11.5,24,0,0.5
2020/2/9 20:00,Q,7.8,35,0,0.5
2020/2/9 21:00,Q,5.3,49,0,0.3
2020/2/9 22:00,Q,4.2,54,0,1
2020/2/9 23:00,Q,3.7,60,0,1
2020/2/10,Q,3.4,60,0,0.1
2020/2/10 1:00,Q,1.6,67,0,1.3
2020/2/10 2:00,Q,4.4,52,0,1.7
2020/2/10 3:00,Q,5.3,48,0,2.2
2020/2/10 4:00,Q,0.6,64,0,0.5
2020/2/10 5:00,Q,-0.6,72,0,0.6
2020/2/10 6:00,Q,0,75,0,0.3
2020/2/10 7:00,Q,2.2,64,0,2
2020/2/10 8:00,Q,2.1,61,0,1.8
2020/2/10 9:00,Q,6.4,46,0,1.5
2020/2/10 10:00,Q,11,31,0,1.2
2020/2/10 11:00,Q,14.1,24,0,0.7
2020/2/10 12:00,Q,15.5,22,0,1.6
2020/2/10 13:00,Q,16.8,17,0,1.2
2020/2/10 14:00,Q,18.1,16,0,0.8
2020/2/10 15:00,Q,18.5,14,0,1
2020/2/10 16:00,Q,18.3,15,0,2.4
2020/2/10 17:00,Q,17.1,24,0,1.3
2020/2/10 18:00,Q,13.6,28,0,0.9
2020/2/10 19:00,Q,10.3,35,0,1.2
2020/2/10 20:00,Q,7.7,47,0,1.1
2020/2/10 21:00,Q,6.6,56,0,0.7
2020/2/10 22:00,Q,6.6,51,0,1.4
2020/2/10 23:00,Q,4.9,58,0,0.9
2020/2/11,Q,3.1,65,0,0.3
2020/2/11 1:00,Q,2.2,77,0,0.4
2020/2/11 2:00,Q,1.3,82,0,0.7
2020/2/11 3:00,Q,0.5,83,0,0.3
2020/2/11 4:00,Q,0.1,84,0,0
2020/2/11 5:00,Q,0.2,88,0,0
2020/2/11 6:00,Q,-0.3,91,0,0.4
2020/2/11 7:00,Q,-0.8,96,0,0.7
2020/2/11 8:00,Q,0,94,0,0.5
2020/2/11 9:00,Q,5.6,64,0,0.8
2020/2/11 10:00,Q,9.4,47,0,0.8
2020/2/11 11:00,Q,12.1,37,0,1.1
2020/2/11 12:00,Q,12.9,35,0,0.8
2020/2/11 13:00,Q,14.3,39,0,2.5
2020/2/11 14:00,Q,15,36,0,2.2
2020/2/11 15:00,Q,14.7,40,0,2.3
2020/2/11 16:00,Q,15.6,36,0,2.5
2020/2/11 17:00,Q,15.1,34,0,2.2
2020/2/11 18:00,Q,12.8,38,0,2.1
2020/2/11 19:00,Q,10.5,45,0,0.3
2020/2/11 20:00,Q,7.9,56,0,0.6
2020/2/11 21:00,Q,6.7,65,0,0.2
2020/2/11 22:00,Q,5.2,76,0,0.8
2020/2/11 23:00,Q,4.5,78,0,1
2020/2/12,Q,3.4,84,0,0.8
2020/2/12 1:00,Q,2.6,90,0,0.5
2020/2/12 2:00,Q,2.2,95,0,0.4
2020/2/12 3:00,Q,1,96,0,0
2020/2/12 4:00,Q,0.9,99,0,0.3
2020/2/12 5:00,Q,0.3,99,0,0.7
2020/2/12 6:00,Q,0.4,99,0,0.8
2020/2/12 7:00,Q,0,99,0,0.5
2020/2/12 8:00,Q,0.3,99,0,0.4
2020/2/12 9:00,Q,5.6,91,0,0.8
2020/2/12 10:00,Q,10.9,43,0,1.2
2020/2/12 11:00,Q,13.9,34,0,0.6
2020/2/12 12:00,Q,15.1,32,0,1.3
2020/2/12 13:00,Q,16.3,29,0,1.8
2020/2/12 14:00,Q,16.9,31,0,1.6
2020/2/12 15:00,Q,17.9,33,0,1.6
2020/2/12 17:00,Q,17,40,0,2.4
2020/2/12 18:00,Q,13.8,52,0,1.2
2020/2/12 19:00,Q,10.4,65,0,0.7
2020/2/12 20:00,Q,9.1,70,0,0.7
2020/2/12 21:00,Q,9,74,0,1.6
2020/2/12 22:00,Q,8.2,80,0,0.8
2020/2/12 23:00,Q,7.4,84,0,0.8
2020/2/13,Q,6.6,90,0,1.1
2020/2/13 1:00,Q,5.8,94,0,1.2
2020/2/13 3:00,Q,4.4,97,0,0.3
2020/2/13 4:00,Q,3.6,99,0,0.5
2020/2/13 5:00,Q,2.5,99,0,0.7
2020/2/13 6:00,Q,2.3,99,0,0.2
2020/2/13 7:00,Q,1.6,99,0,0.4
2020/2/13 8:00,Q,1.8,99,0,1
2020/2/13 9:00,Q,6,99,0,0.9
2020/2/13 10:00,Q,10.3,70,0,1.1
2020/2/13 11:00,Q,12.4,63,0,1.1
2020/2/13 12:00,Q,14.4,56,0,1.5
2020/2/13 13:00,Q,15.6,54,0,1.4
2020/2/13 14:00,Q,16.5,54,0,2.8
2020/2/13 15:00,Q,16.9,55,0,3.1
2020/2/13 16:00,Q,16.4,57,0,5.1
2020/2/13 17:00,Q,14,70,0,4.7
2020/2/13 18:00,Q,11.7,81,0,4.1
2020/2/13 19:00,Q,11.2,83,0,2.7
2020/2/13 20:00,Q,11.5,80,0,2.9
2020/2/13 21:00,Q,11.3,80,0,2.4
2020/2/13 22:00,Q,11.1,79,0,0.8
2020/2/13 23:00,Q,10.3,84,0,1.1
2020/2/14,Q,10,85,0,1.2
2020/2/14 1:00,Q,10.8,82,0,1.4
2020/2/14 3:00,Q,7.3,99,0,0.6
2020/2/14 4:00,Q,6.9,99,0,1
2020/2/14 5:00,Q,7.1,99,0,1.1
2020/2/14 6:00,Q,8,95,0,0.5
2020/2/14 7:00,Q,11.7,26,0,3.1
2020/2/14 8:00,Q,11.7,20,0,3.8
2020/2/14 9:00,Q,11.5,18,0,1.5
2020/2/14 10:00,Q,11,17,0,2.5
2020/2/14 11:00,Q,10.8,17,0,3.8
2020/2/14 12:00,Q,10.9,17,0,2.3
2020/2/14 13:00,Q,11.7,15,0,2.2
2020/2/14 14:00,Q,10.7,14,0,4.9
2020/2/14 15:00,Q,10.6,13,0,6.3
2020/2/14 16:00,Q,10.8,13,0,7.5
2020/2/14 17:00,Q,10.7,13,0,5.2
2020/2/14 18:00,Q,10.7,13,0,3.6
2020/2/14 19:00,Q,9.8,22,0,3.9
2020/2/14 20:00,Q,9.7,17,0,2.6
2020/2/14 21:00,Q,8.5,24,0,2.2
2020/2/14 22:00,Q,6.6,49,0,0.7
2020/2/14 23:00,Q,7.5,20,0,3.6
2020/2/15,Q,6.6,20,0,4.3
2020/2/15 1:00,Q,5.7,20,0,5.6
2020/2/15 2:00,Q,5.1,20,0,5.7
2020/2/15 3:00,Q,4.6,18,0,6.7
2020/2/15 4:00,Q,4,18,0,4.8
2020/2/15 5:00,Q,3.6,18,0,5.9
2020/2/15 6:00,Q,2.7,20,0,5.5
2020/2/15 7:00,Q,1.9,21,0,6.4
2020/2/15 8:00,Q,1.6,21,0,6.5
2020/2/15 9:00,Q,1.5,20,0,5
2020/2/15 10:00,Q,1.4,20,0,5.8
2020/2/15 11:00,Q,2.8,19,0,3
2020/2/15 12:00,Q,3.4,17,0,5.8
2020/2/15 13:00,Q,4.5,16,0,6.6
2020/2/15 14:00,Q,5.2,15,0,5.5
2020/2/15 15:00,Q,5.6,12,0,6.4
2020/2/15 16:00,Q,6.3,11,0,6.5
2020/2/15 17:00,Q,6.3,12,0,3
2020/2/15 18:00,Q,5,12,0,4
2020/2/15 19:00,Q,4,14,0,3.4
2020/2/15 20:00,Q,3.6,15,0,2.5
2020/2/15 21:00,Q,3.3,16,0,6.8
2020/2/15 22:00,Q,3.1,16,0,3.4
2020/2/15 23:00,Q,3.2,16,0,5
2020/2/16,Q,3.3,16,0,5.4
2020/2/16 1:00,Q,2.9,18,0,3.4
2020/2/16 2:00,Q,2.6,17,0,3.7
2020/2/16 3:00,Q,2.1,19,0,2.7
2020/2/16 4:00,Q,1,22,0,1.7
2020/2/16 5:00,Q,0.4,24,0,1.6
2020/2/16 6:00,Q,-2.9,39,0,0.2
2020/2/16 7:00,Q,-3.6,40,0,0.5
2020/2/16 8:00,Q,-3.4,42,0,0.9
2020/2/16 9:00,Q,2.2,23,0,1.8
2020/2/16 10:00,Q,3.5,16,0,2.4
2020/2/16 11:00,Q,5.1,14,0,1.8
2020/2/16 12:00,Q,6.8,12,0,3.6
2020/2/16 13:00,Q,7.6,12,0,3.2
2020/2/16 14:00,Q,8.8,12,0,3
2020/2/16 15:00,Q,9.5,13,0,4.1
2020/2/16 16:00,Q,9.9,12,0,3.5
2020/2/16 17:00,Q,9.2,13,0,3.6
2020/2/16 18:00,Q,7.8,14,0,2.4
2020/2/16 19:00,Q,7.5,15,0,4.7
2020/2/16 20:00,Q,6.4,17,0,2.3
2020/2/16 21:00,Q,6.7,18,0,2.3
2020/2/16 22:00,Q,6.2,19,0,1.7
2020/2/16 23:00,Q,4.4,26,0,1
2020/2/17,Q,1.9,35,0,1.1
2020/2/17 1:00,Q,1.3,35,0,0.7
2020/2/17 2:00,Q,0.9,35,0,1.2
2020/2/17 3:00,Q,-0.8,43,0,0.4
2020/2/17 4:00,Q,-1.9,47,0,0.9
2020/2/17 5:00,Q,-1.4,47,0,0.7
2020/2/17 6:00,Q,-2.5,53,0,0.4
2020/2/17 7:00,Q,-2.2,53,0,1
2020/2/17 8:00,Q,-0.9,50,0,1
2020/2/17 9:00,Q,3.5,40,0,1.2
2020/2/17 10:00,Q,7.5,21,0,2.3
2020/2/17 11:00,Q,9.2,17,0,2.7
2020/2/17 12:00,Q,10.5,15,0,1.4
2020/2/17 13:00,Q,12.1,13,0,2.7
2020/2/17 14:00,Q,12.8,12,0,3.4
2020/2/17 15:00,Q,13.8,12,0,2.5
2020/2/17 16:00,Q,13.9,11,0,3.8
2020/2/17 17:00,Q,13.9,11,0,3.5
2020/2/17 18:00,Q,12.5,11,0,3.4
2020/2/17 19:00,Q,11.4,13,0,2.1
2020/2/17 20:00,Q,9.9,15,0,3
2020/2/17 21:00,Q,7.6,20,0,1.4
2020/2/17 22:00,Q,3.5,33,0,0.6
2020/2/17 23:00,Q,1.2,42,0,0.7
2020/2/18,Q,2.9,35,0,0.9
2020/2/18 1:00,Q,0.9,44,0,1
2020/2/18 2:00,Q,-0.5,55,0,1.1
2020/2/18 3:00,Q,2.1,41,0,1.7
2020/2/18 4:00,Q,-1.6,57,0,0.5
2020/2/18 5:00,Q,-2.9,63,0,1.1
2020/2/18 6:00,Q,-2.6,62,0,0.2
2020/2/18 7:00,Q,-3.7,71,0,0.5
2020/2/18 8:00,Q,-1.6,65,0,0
2020/2/18 9:00,Q,4.6,41,0,1.1
2020/2/18 10:00,Q,9.1,23,0,1.5
2020/2/18 11:00,Q,12,20,0,1
2020/2/18 12:00,Q,12.5,16,0,1.9
2020/2/18 13:00,Q,14.4,18,0,2.2
2020/2/18 14:00,Q,15.2,14,0,0.7
2020/2/18 15:00,Q,16.2,14,0,3
2020/2/18 16:00,Q,16.9,13,0,1.5
2020/2/18 17:00,Q,15.6,17,0,2.8
2020/2/18 18:00,Q,12.3,23,0,1.3
2020/2/18 19:00,Q,11.8,21,0,1.3
2020/2/18 20:00,Q,8.4,34,0,0.7
2020/2/18 21:00,Q,7.5,36,0,0.9
2020/2/18 22:00,Q,6.2,40,0,1.3
2020/2/18 23:00,Q,4.7,50,0,0.6
2020/2/19,Q,3.3,58,0,0.1
2020/2/19 1:00,Q,3.7,53,0,0.7
2020/2/19 2:00,Q,1.6,66,0,0.4
2020/2/19 3:00,Q,0.6,72,0,0.4
2020/2/19 4:00,Q,0.6,69,0,0.8
2020/2/19 5:00,Q,1.2,73,0,0.7
2020/2/19 6:00,Q,0.1,79,0,1
2020/2/19 7:00,Q,0.5,76,0,0.5
2020/2/19 8:00,Q,1.1,75,0,0.6
2020/2/19 9:00,Q,5.4,66,0,0.7
2020/2/19 10:00,Q,8.9,38,0,0.3
2020/2/19 11:00,Q,12.2,23,0,0.9
2020/2/19 12:00,Q,14.1,19,0,1.5
2020/2/19 13:00,Q,15.2,24,0,3.8
2020/2/19 14:00,Q,14.9,27,0,4.5
2020/2/19 15:00,Q,15,28,0,3.1
2020/2/19 16:00,Q,14.7,30,0,2.8
2020/2/19 17:00,Q,14.2,31,0,2.9
2020/2/19 18:00,Q,12.3,37,0,2
2020/2/19 19:00,Q,10.8,39,0,1.8
2020/2/19 20:00,Q,9.1,43,0,1.7
2020/2/19 21:00,Q,7.8,46,0,0.9
2020/2/19 22:00,Q,5.7,58,0,0.5
2020/2/19 23:00,Q,4.4,65,0,0.1
2020/2/20,Q,3.5,66,0,0.7
2020/2/20 1:00,Q,2.4,76,0,1.2
2020/2/20 2:00,Q,1.8,80,0,0.4
2020/2/20 3:00,Q,1.1,84,0,0
2020/2/20 4:00,Q,0.4,88,0,0.5
2020/2/20 5:00,Q,0.5,94,0,0.5
2020/2/20 6:00,Q,0.4,89,0,0.2
2020/2/20 7:00,Q,-0.1,93,0,0.6
2020/2/20 8:00,Q,1.9,85,0,0.7
2020/2/20 9:00,Q,5.4,69,0,0.5
2020/2/20 10:00,Q,5.6,62,0,1.6
2020/2/20 11:00,Q,8.1,50,0,0.6
2020/2/20 12:00,Q,9.7,46,0,0.9
2020/2/20 13:00,Q,10.9,45,0,1.7
2020/2/20 14:00,Q,10.7,48,0,1.1
2020/2/20 15:00,Q,10.5,48,0,1.8
2020/2/20 16:00,Q,10.5,50,0,1
2020/2/20 17:00,Q,10.5,52,0,1.1
2020/2/20 18:00,Q,9.7,53,0,0.4
2020/2/20 19:00,Q,8.6,60,0,0.7
2020/2/20 20:00,Q,8.4,60,0,0.7
2020/2/20 22:00,Q,9.2,60,0,1
2020/2/20 23:00,Q,9.1,57,0,1.7
2020/2/21,Q,8.9,53,0,1.5
2020/2/21 1:00,Q,8.5,57,0,3.3
2020/2/21 2:00,Q,8.2,54,0,3.8
2020/2/21 3:00,Q,8.1,51,0,3.7
2020/2/21 4:00,Q,7.6,52,0,0.8
