,totalprice,houseinfo,followinfo
739,625,2室2厅 | 114.35平米 | 南 北 | 简装 | 高楼层(共6层)  | 板楼,5人关注 / 9天以前发布
740,425,2室1厅 | 49.8平米 | 南 北 | 简装 | 中楼层(共5层) | 1976年建 | 板楼,20人关注 / 14天以前发布
741,416,2室1厅 | 91.58平米 | 西 | 精装 | 低楼层(共32层)  | 塔楼,10人关注 / 10天以前发布
742,365,2室1厅 | 57.95平米 | 南 北 | 精装 | 高楼层(共6层)  | 板楼,19人关注 / 9天以前发布
743,418,2室1厅 | 96.17平米 | 南 北 | 精装 | 高楼层(共15层) | 2007年建 | 板楼,18人关注 / 13天以前发布
744,349,1室1厅 | 58.59平米 | 东北 | 精装 | 高楼层(共24层) | 2006年建 | 塔楼,11人关注 / 9天以前发布
745,685,3室2厅 | 143.29平米 | 南 北 | 精装 | 中楼层(共25层) | 2010年建 | 板塔结合,22人关注 / 11天以前发布
746,632,2室1厅 | 93.16平米 | 南 | 精装 | 中楼层(共26层) | 2019年建 | 板楼,17人关注 / 14天以前发布
747,287,2室2厅 | 91.41平米 | 南 | 精装 | 高楼层(共15层) | 2013年建 | 板楼,10人关注 / 9天以前发布
748,379,2室1厅 | 94.45平米 | 南 北 | 简装 | 低楼层(共12层) | 2005年建 | 板楼,20人关注 / 12天以前发布
749,368,2室1厅 | 89.66平米 | 南 北 | 简装 | 中楼层(共6层) | 2004年建 | 板楼,8人关注 / 11天以前发布
750,632,2室1厅 | 93.16平米 | 南 | 精装 | 中楼层(共26层) | 2019年建 | 板楼,17人关注 / 14天以前发布
751,302,2室1厅 | 76.37平米 | 南 | 精装 | 低楼层(共24层) | 2014年建 | 板塔结合,23人关注 / 15天以前发布
752,379,2室1厅 | 84.64平米 | 南 | 精装 | 低楼层(共21层) | 2014年建 | 板塔结合,8人关注 / 3天以前发布
753,418,2室1厅 | 96.17平米 | 南 北 | 精装 | 高楼层(共15层) | 2007年建 | 板楼,18人关注 / 13天以前发布
754,305,2室1厅 | 61.5平米 | 南 北 | 简装 | 中楼层(共6层) | 1994年建 | 板楼,25人关注 / 12天以前发布
755,866,3室2厅 | 136.05平米 | 南 北 | 精装 | 顶层(共6层) | 2000年建 | 板楼,12人关注 / 14天以前发布
756,425,2室1厅 | 84.55平米 | 东北 | 精装 | 22层 | 2012年建 | 板塔结合,8人关注 / 15天以前发布
757,608,2室1厅 | 102.59平米 | 东南 | 精装 | 高楼层(共25层) | 2002年建 | 塔楼,26人关注 / 14天以前发布
758,365,2室1厅 | 57.95平米 | 南 北 | 精装 | 高楼层(共6层)  | 板楼,19人关注 / 9天以前发布
759,468,3室1厅 | 98.51平米 | 南 北 | 精装 | 低楼层(共6层) | 1998年建 | 板楼,8人关注 / 8天以前发布
760,176,1室1厅 | 44.03平米 | 南 | 精装 | 5层  | 板楼,13人关注 / 11天以前发布
761,305,2室2厅 | 87.33平米 | 南 | 简装 | 高楼层(共21层) | 2010年建 | 板楼,11人关注 / 11天以前发布
762,288,2室1厅 | 57.21平米 | 南 北 | 精装 | 中楼层(共6层) | 1992年建 | 板楼,41人关注 / 10天以前发布
763,695,2室1厅 | 68.3平米 | 南 北 | 精装 | 顶层(共9层) | 1995年建 | 板塔结合,59人关注 / 13天以前发布
764,420,1室1厅 | 75.24平米 | 西 | 简装 | 24层 | 2002年建 | 塔楼,2人关注 / 2天以前发布
765,438,3室1厅 | 65.67平米 | 南 北 | 精装 | 中楼层(共16层) | 2013年建 | 板塔结合,58人关注 / 2个月以前发布
766,538,3室1厅 | 142.71平米 | 南 北 | 精装 | 中楼层(共16层) | 2006年建 | 板楼,68人关注 / 9个月以前发布
767,479,2室2厅 | 123.97平米 | 西 东 | 精装 | 中楼层(共13层) | 2003年建 | 板楼,16人关注 / 3个月以前发布
768,912,3室2厅 | 142.31平米 | 南 北 | 简装 | 顶层(共6层)  | 板楼,61人关注 / 4个月以前发布
769,540,1室0厅 | 65.81平米 | 北 | 精装 | 顶层(共19层) | 2009年建 | 塔楼,8人关注 / 15天以前发布
770,1545,3室2厅 | 140.53平米 | 南 北 | 精装 | 中楼层(共6层) | 2007年建 | 板楼,45人关注 / 1个月以前发布
771,708,2室1厅 | 133.09平米 | 东南 | 简装 | 低楼层(共31层) | 2001年建 | 塔楼,11人关注 / 6天以前发布
772,299,2室1厅 | 79.13平米 | 南 北 | 毛坯 | 顶层(共8层) | 2017年建 | 板楼,8人关注 / 8天以前发布
773,398,2室1厅 | 93.28平米 | 东南 | 精装 | 28层 | 2000年建 | 塔楼,25人关注 / 7天以前发布
774,620,3室1厅 | 114.41平米 | 南 北 | 精装 | 15层 | 2007年建 | 板塔结合,2人关注 / 3天以前发布
775,1150,2室1厅 | 121.47平米 | 南 北 | 精装 | 中楼层(共22层) | 2003年建 | 塔楼,6人关注 / 5天以前发布
776,439,2室2厅 | 90.09平米 | 南 北 | 精装 | 中楼层(共6层) | 1993年建 | 板楼,11人关注 / 2天以前发布
777,305,2室1厅 | 72.22平米 | 南 | 简装 | 15层 | 2009年建 | 板楼,5人关注 / 3天以前发布
778,575,2室1厅 | 68.58平米 | 南 北 | 精装 | 中楼层(共6层) | 2000年建 | 板楼,13人关注 / 14天以前发布
779,205,1室1厅 | 65.24平米 | 西南 | 精装 | 高楼层(共27层)  | 塔楼,7人关注 / 14天以前发布
780,580,2室2厅 | 86.31平米 | 东南 | 简装 | 中楼层(共24层) | 2001年建 | 塔楼,9人关注 / 30天以前发布
781,345,2室1厅 | 52.76平米 | 南 北 | 简装 | 中楼层(共5层) | 1981年建 | 板楼,28人关注 / 10天以前发布
782,348,3室1厅 | 99.95平米 | 东 西 | 精装 | 高楼层(共6层) | 1994年建 | 板楼,21人关注 / 8个月以前发布
783,422,2室1厅 | 83.78平米 | 南 | 其他 | 高楼层(共17层) | 2012年建 | 板楼,32人关注 / 2个月以前发布
784,165,3室1厅 | 100.67平米 | 南 北 | 简装 | 16层 | 2014年建 | 板楼,50人关注 / 10个月以前发布
785,565,2室1厅 | 75.21平米 | 南 北 | 简装 | 中楼层(共6层) | 2002年建 | 板楼,92人关注 / 2个月以前发布
786,395,2室1厅 | 87.83平米 | 南 北 | 精装 | 高楼层(共6层) | 2008年建 | 板楼,114人关注 / 3个月以前发布
787,270,2室0厅 | 54.1平米 | 南 北 | 毛坯 | 中楼层(共5层) | 1980年建 | 板楼,39人关注 / 1个月以前发布
788,243,2室1厅 | 60.18平米 | 南 | 简装 | 顶层(共14层) | 1989年建 | 板塔结合,30人关注 / 3个月以前发布
789,678,2室1厅 | 77.56平米 | 东 西 北 | 简装 | 底层(共6层)  | 板楼,70人关注 / 3个月以前发布
790,578,2室1厅 | 77.42平米 | 南 北 | 简装 | 高楼层(共6层)  | 板楼,57人关注 / 4个月以前发布
791,549,3室1厅 | 144.53平米 | 南 北 | 精装 | 高楼层(共25层) | 2009年建 | 板塔结合,18人关注 / 4个月以前发布
792,421,2室1厅 | 54.92平米 | 南 北 | 精装 | 顶层(共6层)  | 板楼,160人关注 / 2个月以前发布
793,435,2室2厅 | 105.33平米 | 南 北 | 精装 | 低楼层(共12层) | 2004年建 | 板塔结合,75人关注 / 2个月以前发布
794,409,2室1厅 | 70.15平米 | 南 北 | 简装 | 中楼层(共6层) | 1996年建 | 板楼,125人关注 / 3个月以前发布
795,417,1室1厅 | 64.11平米 | 南 | 精装 | 中楼层(共15层) | 2010年建 | 板塔结合,24人关注 / 1个月以前发布
796,718,2室1厅 | 80.08平米 | 南 | 简装 | 中楼层(共15层) | 2008年建 | 塔楼,33人关注 / 1个月以前发布
797,485,2室1厅 | 82.44平米 | 北 南 | 精装 | 高楼层(共9层) | 2011年建 | 板楼,177人关注 / 5个月以前发布
798,979,3室2厅 | 148.67平米 | 西南 | 精装 | 低楼层(共25层)  | 板楼,46人关注 / 2个月以前发布
799,430,2室2厅 | 102.56平米 | 南 北 | 精装 | 底层(共12层) | 2006年建 | 板塔结合,76人关注 / 5个月以前发布
800,718,2室2厅 | 111.91平米 | 西南 | 简装 | 高楼层(共31层) | 2002年建 | 塔楼,37人关注 / 5个月以前发布
801,885,2室1厅 | 96.87平米 | 东 南 | 简装 | 中楼层(共28层) | 2004年建 | 塔楼,91人关注 / 1个月以前发布
802,359,2室1厅 | 55.97平米 | 南 北 | 精装 | 高楼层(共6层)  | 板楼,18人关注 / 3个月以前发布
803,340,3室1厅 | 118.66平米 | 南 北 | 精装 | 6层  | 板楼,13人关注 / 6个月以前发布
804,263,2室1厅 | 58.47平米 | 南 北 | 简装 | 中楼层(共16层) | 1988年建 | 塔楼,8人关注 / 1个月以前发布
805,650,2室1厅 | 60.4平米 | 南 | 精装 | 中楼层(共6层) | 1983年建 | 板楼,57人关注 / 1个月以前发布
806,710,2室1厅 | 100.81平米 | 东北 | 精装 | 26层 | 2005年建 | 板塔结合,25人关注 / 1个月以前发布
807,625,2室1厅 | 96.5平米 | 东南 | 精装 | 低楼层(共28层) | 1999年建 | 塔楼,101人关注 / 2个月以前发布
808,408,1室1厅 | 76.71平米 | 西 | 简装 | 高楼层(共20层) | 2001年建 | 塔楼,1人关注 / 1个月以前发布
809,820,2室1厅 | 77平米 | 东 | 精装 | 低楼层(共17层)  | 板楼,15人关注 / 2个月以前发布
810,320,3室1厅 | 90.75平米 | 南 北 | 简装 | 6层 | 2003年建 | 板楼,70人关注 / 3个月以前发布
811,650,2室1厅 | 60.4平米 | 南 | 精装 | 中楼层(共6层) | 1983年建 | 板楼,57人关注 / 1个月以前发布
812,263,2室1厅 | 58.47平米 | 南 北 | 简装 | 中楼层(共16层) | 1988年建 | 塔楼,8人关注 / 1个月以前发布
813,268,2室1厅 | 57.82平米 | 南 北 | 简装 | 中楼层(共6层) | 1992年建 | 板楼,138人关注 / 1个月以前发布
814,386,2室1厅 | 76.54平米 | 南 北 | 简装 | 中楼层(共5层) | 2006年建 | 板楼,24人关注 / 3个月以前发布
815,416,2室1厅 | 110.72平米 | 南 北 | 精装 | 6层 | 2004年建 | 板楼,38人关注 / 1个月以前发布
816,242,1室1厅 | 35.94平米 | 南 | 精装 | 低楼层(共6层)  | 板楼,77人关注 / 25天以前发布
817,648,1室1厅 | 64.02平米 | 西 | 简装 | 中楼层(共28层) | 2001年建 | 塔楼,18人关注 / 25天以前发布
818,986,2室1厅 | 88.97平米 | 东南 北 | 精装 | 26层 | 2004年建 | 塔楼,22人关注 / 31天以前发布
819,129,2室1厅 | 54.4平米 | 南 北 | 简装 | 中楼层(共6层) | 1990年建 | 板楼,14人关注 / 20天以前发布
820,760,2室1厅 | 55.4平米 | 南 北 | 简装 | 顶层(共6层) | 1982年建 | 板楼,25人关注 / 18天以前发布
821,398,2室1厅 | 87.29平米 | 南 北 | 简装 | 低楼层(共6层) | 2003年建 | 板楼,19人关注 / 25天以前发布
822,268,1室0厅 | 35.84平米 | 西北 | 精装 | 6层 | 2007年建 | 板楼,27人关注 / 18天以前发布
823,630,1室2厅 | 72.97平米 | 北 | 简装 | 高楼层(共12层) | 2005年建 | 板塔结合,15人关注 / 25天以前发布
824,136,2室1厅 | 44.25平米 | 南 北 | 简装 | 4层 | 1970年建 | 板楼,10人关注 / 24天以前发布
825,430,1室1厅 | 39.49平米 | 南 | 简装 | 中楼层(共5层) | 1991年建 | 板楼,15人关注 / 30天以前发布
826,476,2室1厅 | 54.53平米 | 南 北 | 简装 | 低楼层(共6层) | 1982年建 | 板楼,24人关注 / 24天以前发布
827,720,2室1厅 | 59.18平米 | 南 | 其他 | 中楼层(共6层) | 1995年建 | 板楼,75人关注 / 27天以前发布
828,257,1室1厅 | 50.91平米 | 东 | 精装 | 16层 | 2005年建 | 板楼,66人关注 / 27天以前发布
829,469,1室1厅 | 39.77平米 | 东 西 | 精装 | 顶层(共5层)  | 板楼,29人关注 / 31天以前发布
830,606,2室2厅 | 90.1平米 | 南 | 精装 | 高楼层(共18层) | 2010年建 | 板楼,71人关注 / 27天以前发布
831,303,2室1厅 | 80.71平米 | 南 北 | 精装 | 中楼层(共6层) | 2017年建 | 板楼,42人关注 / 24天以前发布
832,312,1室0厅 | 51.38平米 | 南 | 精装 | 中楼层(共22层) | 2004年建 | 板塔结合,50人关注 / 31天以前发布
833,299,1室1厅 | 47.78平米 | 北 | 精装 | 低楼层(共18层) | 1998年建 | 塔楼,17人关注 / 22天以前发布
834,720,2室1厅 | 88.88平米 | 南 | 精装 | 中楼层(共9层) | 2004年建 | 板楼,16人关注 / 28天以前发布
835,125,2室1厅 | 51.32平米 | 南 | 精装 | 顶层(共5层) | 1996年建 | 板楼,12人关注 / 25天以前发布
836,730,1室1厅 | 74.23平米 | 西 北 | 精装 | 中楼层(共13层) | 2005年建 | 板塔结合,1人关注 / 24天以前发布
837,192,1室1厅 | 44.27平米 | 东 北 | 精装 | 中楼层(共29层)  | 板塔结合,12人关注 / 21天以前发布
838,577,2室1厅 | 52.83平米 | 东北 | 简装 | 底层(共6层)  | 板楼,23人关注 / 18天以前发布
839,365,1室1厅 | 50.19平米 | 东南 西北 东北 | 简装 | 低楼层(共16层)  | 塔楼,32人关注 / 17天以前发布
840,125,2室1厅 | 51.32平米 | 南 | 精装 | 顶层(共5层) | 1996年建 | 板楼,12人关注 / 25天以前发布
841,652,3室1厅 | 71.67平米 | 西 北 | 精装 | 顶层(共6层) | 1988年建 | 板楼,31人关注 / 18天以前发布
842,253,2室1厅 | 41.61平米 | 东 | 简装 | 底层(共17层) | 2012年建 | 板楼,30人关注 / 22天以前发布
843,1340,2室1厅 | 121.69平米 | 东 | 精装 | 低楼层(共20层)  | 板楼,12人关注 / 22天以前发布
844,218,2室1厅 | 86.99平米 | 南 北 | 简装 | 顶层(共6层) | 2000年建 | 板楼,10人关注 / 17天以前发布
845,234,2室1厅 | 62.73平米 | 南 北 | 简装 | 低楼层(共6层) | 1997年建 | 板楼,45人关注 / 28天以前发布
846,658,2室1厅 | 54.26平米 | 南 北 | 简装 | 中楼层(共5层)  | 板楼,29人关注 / 25天以前发布
847,339,2室1厅 | 96.6平米 | 南 北 | 精装 | 高楼层(共18层) | 2015年建 | 板楼,9人关注 / 16天以前发布
848,265,1室1厅 | 65.71平米 | 北 西 东 | 精装 | 中楼层(共11层)  | 板塔结合,4人关注 / 18天以前发布
849,264,1室1厅 | 45.61平米 | 东南 | 精装 | 顶层(共21层)  | 塔楼,23人关注 / 30天以前发布
850,350,1室0厅 | 45.9平米 | 东 | 简装 | 低楼层(共17层) | 2006年建 | 塔楼,43人关注 / 22天以前发布
851,610,2室1厅 | 54.71平米 | 南 北 | 简装 | 高楼层(共6层)  | 板楼,27人关注 / 19天以前发布
852,322,2室1厅 | 73.09平米 | 东南 | 精装 | 中楼层(共25层) | 2013年建 | 塔楼,28人关注 / 19天以前发布
853,445,2室1厅 | 78.13平米 | 东南 | 精装 | 底层(共7层) | 2001年建 | 板楼,33人关注 / 20天以前发布
854,460,1室1厅 | 64.33平米 | 北 | 精装 | 高楼层(共24层) | 1998年建 | 塔楼,23人关注 / 23天以前发布
855,298,1室1厅 | 64.06平米 | 南 | 精装 | 顶层(共24层) | 1998年建 | 塔楼,24人关注 / 29天以前发布
856,375,1室1厅 | 58.24平米 | 北 | 简装 | 高楼层(共24层) | 2008年建 | 板塔结合,47人关注 / 26天以前发布
857,470,1室1厅 | 64.11平米 | 西 北 | 精装 | 中楼层(共24层) | 1998年建 | 塔楼,10人关注 / 30天以前发布
858,225,1室1厅 | 43.52平米 | 南 | 简装 | 高楼层(共6层) | 1991年建 | 板楼,5人关注 / 19天以前发布
859,525,1室1厅 | 33.89平米 | 东南 | 精装 | 中楼层(共20层) | 2004年建 | 塔楼,35人关注 / 30天以前发布
860,555,2室2厅 | 68.59平米 | 西南 | 简装 | 中楼层(共18层) | 1997年建 | 塔楼,69人关注 / 26天以前发布
861,202,1室1厅 | 42.43平米 | 南 | 简装 | 中楼层(共5层)  | 板楼,27人关注 / 23天以前发布
862,268,1室1厅 | 42.8平米 | 西南 | 精装 | 高楼层(共22层) | 1996年建 | 塔楼,14人关注 / 27天以前发布
863,185,1室1厅 | 47.83平米 | 北 | 精装 | 中楼层(共6层) | 1995年建 | 板楼,41人关注 / 22天以前发布
864,157,1室1厅 | 62.99平米 | 南 北 | 精装 | 底层(共10层) | 2014年建 | 板楼,4人关注 / 27天以前发布
865,248,2室1厅 | 50.94平米 | 南 西北 | 简装 | 低楼层(共18层) | 2014年建 | 板塔结合,11人关注 / 20天以前发布
866,660,2室1厅 | 53.48平米 | 南 北 | 简装 | 中楼层(共6层) | 1987年建 | 板楼,10人关注 / 22天以前发布
867,229,1室1厅 | 42.7平米 | 南 | 精装 | 顶层(共6层)  | 板楼,62人关注 / 16天以前发布
868,435,2室1厅 | 70.31平米 | 南 北 | 精装 | 高楼层(共14层) | 2016年建 | 板楼,8人关注 / 7天以前发布
869,205,2室1厅 | 59.74平米 | 南 北 | 简装 | 高楼层(共6层) | 1985年建 | 板楼,21人关注 / 30天以前发布
870,840,2室1厅 | 79.22平米 | 南 北 | 简装 | 中楼层(共6层) | 1990年建 | 板楼,56人关注 / 24天以前发布
871,205,2室1厅 | 59.74平米 | 南 北 | 简装 | 高楼层(共6层) | 1985年建 | 板楼,21人关注 / 30天以前发布
872,1188,2室2厅 | 125.19平米 | 东 南 北 | 精装 | 中楼层(共15层) | 2008年建 | 板楼,7人关注 / 22天以前发布
873,645,2室1厅 | 54.5平米 | 南 北 | 精装 | 中楼层(共6层) | 1980年建 | 板楼,45人关注 / 27天以前发布
874,458,2室1厅 | 63.1平米 | 南 北 | 简装 | 中楼层(共6层) | 1995年建 | 板楼,62人关注 / 23天以前发布
875,406.35,2室2厅 | 90.3平米 | 南 北 | 简装 | 中楼层(共10层) | 2007年建 | 板楼,10人关注 / 20天以前发布
876,290,2室1厅 | 108.84平米 | 南 北 | 精装 | 顶层(共6层) | 2005年建 | 板楼,6人关注 / 24天以前发布
877,428,2室1厅 | 65.6平米 | 南 东 北 | 简装 | 低楼层(共6层) | 1997年建 | 板楼,28人关注 / 1个月以前发布
878,880,2室1厅 | 107.73平米 | 西 东 | 精装 | 低楼层(共21层) | 2008年建 | 板塔结合,24人关注 / 1个月以前发布
879,670,3室1厅 | 180.06平米 | 东北 | 简装 | 中楼层(共16层) | 2005年建 | 塔楼,11人关注 / 31天以前发布
880,414,1室1厅 | 56.9平米 | 北 | 精装 | 顶层(共20层) | 2007年建 | 板楼,36人关注 / 28天以前发布
881,670,2室1厅 | 63.49平米 | 南 北 | 精装 | 中楼层(共6层) | 1993年建 | 板楼,34人关注 / 19天以前发布
882,800,3室1厅 | 135.37平米 | 南 北 | 精装 | 高楼层(共21层) | 2010年建 | 板塔结合,31人关注 / 29天以前发布
883,589,2室1厅 | 101.64平米 | 南 | 精装 | 低楼层(共28层) | 2008年建 | 板塔结合,19人关注 / 24天以前发布
884,335,2室1厅 | 71.65平米 | 南 | 精装 | 高楼层(共19层) | 2013年建 | 板塔结合,28人关注 / 21天以前发布
885,395,2室1厅 | 51.33平米 | 南 | 简装 | 中楼层(共5层)  | 板楼,249人关注 / 21天以前发布
886,486,1室1厅 | 72.01平米 | 西 | 精装 | 中楼层(共20层) | 2010年建 | 塔楼,43人关注 / 25天以前发布
887,325,2室1厅 | 75.11平米 | 南 北 | 精装 | 中楼层(共7层) | 1997年建 | 板楼,13人关注 / 20天以前发布
888,247,2室1厅 | 53.11平米 | 南 北 | 简装 | 中楼层(共7层) | 1995年建 | 板楼,60人关注 / 26天以前发布
889,325,3室1厅 | 79.42平米 | 南 北 | 精装 | 顶层(共7层) | 2016年建 | 板楼,26人关注 / 30天以前发布
890,880,2室1厅 | 125.05平米 | 南 | 精装 | 中楼层(共16层) | 2002年建 | 板楼,48人关注 / 1个月以前发布
891,1025,2室1厅 | 92.53平米 | 南 | 简装 | 低楼层(共23层) | 2002年建 | 塔楼,32人关注 / 25天以前发布
892,535,3室2厅 | 140.93平米 | 南 北 | 精装 | 顶层(共6层) | 2004年建 | 板楼,17人关注 / 18天以前发布
893,565,2室1厅 | 87.7平米 | 西南 北 | 精装 | 高楼层(共24层) | 2009年建 | 塔楼,17人关注 / 30天以前发布
894,510,2室1厅 | 97.31平米 | 南 北 | 简装 | 中楼层(共6层) | 2004年建 | 板楼,12人关注 / 18天以前发布
895,785,3室2厅 | 131.32平米 | 南 北 | 精装 | 高楼层(共16层) | 2013年建 | 板楼,13人关注 / 19天以前发布
896,415,2室1厅 | 88.37平米 | 南 北 | 简装 | 低楼层(共17层) | 2010年建 | 板楼,28人关注 / 29天以前发布
897,282,3室1厅 | 88.95平米 | 南 北 | 简装 | 低楼层(共9层) | 2015年建 | 板楼,18人关注 / 25天以前发布
898,360,2室1厅 | 87.26平米 | 南 | 精装 | 19层 | 2012年建 | 板塔结合,22人关注 / 28天以前发布
899,440,3室1厅 | 76.74平米 | 南 北 | 简装 | 底层(共6层) | 1999年建 | 板楼,40人关注 / 27天以前发布
900,785,3室2厅 | 131.32平米 | 南 北 | 精装 | 高楼层(共16层) | 2013年建 | 板楼,13人关注 / 19天以前发布
901,415,2室1厅 | 88.37平米 | 南 北 | 简装 | 低楼层(共17层) | 2010年建 | 板楼,28人关注 / 29天以前发布
902,535,3室2厅 | 140.93平米 | 南 北 | 精装 | 顶层(共6层) | 2004年建 | 板楼,17人关注 / 18天以前发布
903,1069,3室2厅 | 133.73平米 | 北 | 精装 | 中楼层(共15层) | 2005年建 | 板楼,7人关注 / 26天以前发布
904,429,2室1厅 | 89.42平米 | 南 | 精装 | 中楼层(共15层) | 2016年建 | 塔楼,14人关注 / 24天以前发布
905,202,2室1厅 | 87.01平米 | 南 北 | 简装 | 18层 | 2013年建 | 平房,1人关注 / 21天以前发布
906,549,2室1厅 | 71.62平米 | 南 北 | 精装 | 中楼层(共5层)  | 板楼,17人关注 / 18天以前发布
907,565,2室1厅 | 87.7平米 | 西南 北 | 精装 | 高楼层(共24层) | 2009年建 | 塔楼,17人关注 / 30天以前发布
908,510,2室1厅 | 97.31平米 | 南 北 | 简装 | 中楼层(共6层) | 2004年建 | 板楼,12人关注 / 18天以前发布
909,459,2室2厅 | 83.16平米 | 东南 | 简装 | 低楼层(共25层)  | 塔楼,12人关注 / 19天以前发布
910,225,2室1厅 | 60.81平米 | 西南 北 | 简装 | 高楼层(共21层) | 2012年建 | 板楼,30人关注 / 25天以前发布
911,630,3室2厅 | 90.81平米 | 南 北 | 精装 | 22层 | 2013年建 | 板塔结合,22人关注 / 18天以前发布
912,625,2室1厅 | 84.07平米 | 西北 | 精装 | 低楼层(共21层) | 2004年建 | 塔楼,13人关注 / 31天以前发布
913,720,2室1厅 | 55.13平米 | 南 北 | 简装 | 中楼层(共6层) | 1990年建 | 板楼,46人关注 / 18天以前发布
914,259,2室1厅 | 59.24平米 | 南 北 | 精装 | 底层(共6层) | 1995年建 | 板楼,28人关注 / 21天以前发布
915,289,2室1厅 | 85.88平米 | 南 北 | 简装 | 低楼层(共21层) | 2010年建 | 板楼,19人关注 / 19天以前发布
916,660,2室1厅 | 99.36平米 | 南 | 精装 | 高楼层(共21层) | 2004年建 | 塔楼,32人关注 / 26天以前发布
917,1200,2室1厅 | 121.77平米 | 西南 | 精装 | 高楼层(共14层) | 2006年建 | 板塔结合,24人关注 / 28天以前发布
918,387,2室1厅 | 65.89平米 | 东南 西北 | 精装 | 中楼层(共7层)  | 板楼,90人关注 / 27天以前发布
919,572,2室1厅 | 96.69平米 | 西南 | 精装 | 中楼层(共21层) | 2012年建 | 板塔结合,29人关注 / 20天以前发布
920,420,1室1厅 | 68.69平米 | 南 | 精装 | 低楼层(共27层) | 2010年建 | 塔楼,23人关注 / 28天以前发布
921,710,2室1厅 | 90.21平米 | 南 | 精装 | 高楼层(共24层) | 2010年建 | 板楼,26人关注 / 18天以前发布
922,570,2室1厅 | 90.73平米 | 东南 北 | 简装 | 高楼层(共15层)  | 塔楼,21人关注 / 24天以前发布
923,790,2室1厅 | 78.1平米 | 东南 | 简装 | 低楼层(共12层) | 1998年建 | 塔楼,66人关注 / 20天以前发布
924,620,3室1厅 | 65.78平米 | 东 西 北 | 精装 | 高楼层(共18层)  | 塔楼,18人关注 / 28天以前发布
925,480,2室1厅 | 107.85平米 | 南 北 | 精装 | 中楼层(共7层) | 2003年建 | 板楼,16人关注 / 28天以前发布
926,380,2室1厅 | 89.11平米 | 南 北 | 简装 | 中楼层(共7层) | 2003年建 | 板楼,5人关注 / 23天以前发布
927,490,2室1厅 | 75.71平米 | 西北 | 精装 | 中楼层(共24层) | 2007年建 | 塔楼,33人关注 / 28天以前发布
928,420,2室2厅 | 75.54平米 | 东南 | 精装 | 中楼层(共11层) | 2007年建 | 板楼,48人关注 / 28天以前发布
929,1010,2室1厅 | 119.7平米 | 南 | 精装 | 中楼层(共24层) | 2005年建 | 塔楼,33人关注 / 30天以前发布
930,312,3室2厅 | 89.52平米 | 南 北 | 简装 | 22层 | 2012年建 | 塔楼,13人关注 / 21天以前发布
931,240,2室1厅 | 88.61平米 | 东 南 北 | 精装 | 顶层(共11层) | 2013年建 | 板楼,11人关注 / 29天以前发布
932,768,2室2厅 | 105.59平米 | 南 西 北 | 精装 | 中楼层(共14层) | 2006年建 | 板楼,42人关注 / 22天以前发布
933,210,2室1厅 | 50.84平米 | 南 北 | 简装 | 底层(共4层) | 1958年建 | 板楼,25人关注 / 24天以前发布
934,439,2室1厅 | 106.67平米 | 东南 | 简装 | 17层  | 塔楼,24人关注 / 19天以前发布
935,376,2室1厅 | 81.52平米 | 南 西 | 精装 | 底层(共27层) | 2012年建 | 板塔结合,27人关注 / 24天以前发布
936,846,3室1厅 | 131.74平米 | 东 北 | 精装 | 中楼层(共30层) | 2001年建 | 塔楼,125人关注 / 20天以前发布
937,760,2室1厅 | 76.2平米 | 东南 | 简装 | 高楼层(共20层) | 1999年建 | 塔楼,4人关注 / 24天以前发布
938,738,2室1厅 | 75.1平米 | 东南 | 简装 | 中楼层(共16层) | 1997年建 | 塔楼,27人关注 / 23天以前发布
939,330,2室1厅 | 74.83平米 | 南 北 | 精装 | 中楼层(共6层) | 2004年建 | 板楼,127人关注 / 26天以前发布
940,430,3室1厅 | 77.08平米 | 东 南 北 | 精装 | 顶层(共6层) | 1995年建 | 板楼,33人关注 / 27天以前发布
941,405,3室2厅 | 116.03平米 | 西北 | 精装 | 中楼层(共45层) | 2018年建 | 板塔结合,10人关注 / 23天以前发布
942,448,2室2厅 | 97.41平米 | 南 北 | 简装 | 中楼层(共6层) | 2001年建 | 板楼,19人关注 / 18天以前发布
943,660,3室2厅 | 146.67平米 | 南 北 | 简装 | 低楼层(共6层) | 2003年建 | 板楼,15人关注 / 19天以前发布
944,545,3室1厅 | 99.25平米 | 南 北 | 精装 | 高楼层(共6层) | 2004年建 | 板楼,30人关注 / 25天以前发布
945,480,3室2厅 | 95.52平米 | 南 北 | 精装 | 中楼层(共16层)  | 板楼,8人关注 / 20天以前发布
946,535,2室1厅 | 59.22平米 | 西 | 精装 | 中楼层(共18层)  | 塔楼,13人关注 / 19天以前发布
947,470,1室1厅 | 67.28平米 | 南 | 精装 | 中楼层(共13层) | 2006年建 | 板塔结合,31人关注 / 27天以前发布
948,1070,2室1厅 | 72.78平米 | 南 北 | 简装 | 低楼层(共6层)  | 板楼,25人关注 / 17天以前发布
949,350,2室2厅 | 105.21平米 | 南 北 | 精装 | 低楼层(共6层) | 2004年建 | 板楼,16人关注 / 19天以前发布
950,582,3室1厅 | 119.23平米 | 南 北 | 简装 | 底层(共6层) | 2005年建 | 板楼,18人关注 / 24天以前发布
951,398,2室1厅 | 81.74平米 | 南 北 | 精装 | 底层(共11层) | 2014年建 | 板楼,26人关注 / 24天以前发布
